description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Unique Jewel + Crushed Gem + 6 Perf Saphs -> Rerolled Jewel	1			1				sor	8	jw2	ggg	"gbb,qty=6"					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + Forging Hammer + 6 Perf Amethysts  -> Rerolled Jewel	1			1				bar	8	jw2	hh2	"gvb,qty=6"					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + Holy Symbol + 6 Perf Diamonds -> Rerolled Jewel	1			1				pal	8	jw2	hly	"gwb,qty=6"					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + Dragon Stone + 6 Perf Rubies -> Rerolled Jewel	1			1				ass	8	jw2	ppp	"grb,qty=6"					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + Spider's Silk + 6 Perf Emerald -> Rerolled Jewel	1			1				ama	8	jw2	sss	"ggb,qty=6"					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + Tyranium Ore + 6 Perf Topazes -> Rerolled Jewel	1			1				dru	8	jw2	ttt	"gyb,qty=6"					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + 6 Blackmoor + Perf Skull -> Rerolled Jewel	1			1				nec	8	jw2	"eee,qty=6"	skb					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + 6 Crushed Gem + Perf Saph -> Rerolled Jewel	1			1				sor	8	jw2	"ggg,qty=6"	gbb					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + 6 Forging Hammer + Perf Amethyst  -> Rerolled Jewel	1			1				bar	8	jw2	"hh2,qty=6"	gvb					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + 6 Holy Symbol + Perf Diamond -> Rerolled Jewel	1			1				pal	8	jw2	"hly,qty=6"	gwb					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + 6 Dragon Stone + Perf Ruby -> Rerolled Jewel	1			1				ass	8	jw2	"ppp,qty=6"	grb					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + 6 Spider's Silk + Perf Emerald -> Rerolled Jewel	1			1				ama	8	jw2	"sss,qty=6"	ggb					"usetype,uni"	100	100	100																																																																																				0
Unique Jewel + 6 Tyranium Ore + Perf Topaz -> Rerolled Jewel	1			1				dru	8	jw2	"ttt,qty=6"	gyb					"usetype,uni"	100	100	100																																																																																				0
Unique Odd Charm + Any -> +random skill				1					2	any	dev						useitem				skill-rand		40	6	155	skill-rand		40	221	280	skill-rand	5	40	360	366																																																																					0
Jawbone + Scalp + Eye -> Flawed Skull	1			1					3	jawb	sclp	eyes					skf																																																																																							0
Any + Item +Light Radius -> Item +Full Set Aura	1			1					2	any	"any,mag,suf=1945"						useitem			100	state		fullsetgeneric	1	1																																																																															0
Any + Item +Light Radius -> Item +Full Set Aura	1			1					2	any	"any,mag,suf=1946"						useitem			100	state		fullsetgeneric	1	1																																																																															0
Any + Item +Light Radius -> Item +Full Set Aura	1			1					2	any	"any,mag,suf=1947"						useitem			100	state		fullsetgeneric	1	1																																																																															0
Weapon + Tyranium Ore + Full Rejuv -> Replenish Dur Weapon	1			1					3	"weap,noe"	ttt	rvl					useitem			100	rep-dur		5																																																																																	0
Armor + Tyranium Ore + Full Rejuv -> Replenish Dur Armor	1			1					3	"armo,noe"	ttt	rvl					useitem			100	rep-dur		5																																																																																	0
Armor + Perf Diamond + Perf Topaz + Crushed Gem -> Armor -Vendor Prices 3%	1			1					4	armo	gwb	gyb	ggg				useitem			100	cheap			3	3	levelreq			1	1																																																																										0
Weapon + Perf Saphire + Perf Ruby + Tyranium Ore -> Weapon -Vendor Prices 3%	1			1					4	weap	gbb	grb	ggg				useitem			100	cheap			3	3	levelreq			1	1																																																																										0
Forging Hammer + Crushed Gem -> 3 Chipped Diamonds	1			1					2	hh2	ggg						gcw			100																										gcw																													gcw																													0
Any Normal + Quill -> Thorns +1	1			1					2	"any,nor"	qll						useitem			100	thorns			1	1																																																																															0
Any Normal + Quill + Fang + Chipped Topaz -> Lightning Thorns +1	1			1					4	"any,nor"	qll	fng	gcy				useitem			100	thorns			1	1																																																																															0
Helm + Brain + Forging Hammer -> +1 Energy	1			1					3	"helm,nor"	hh2	bran					useitem			100	enr			1	1																																																																															0
Jawbone Cap + Jawbone + Forging Hammer + Crushed Gem -> Damage Reduced by 2	1			1					4	ba1	jawb	hh2	ggg				useitem			100	red-dmg			2	2																																																																															0
Jawbone Visor + Jawbone + Forging Hammer + Crushed Gem -> Damage Reduced by 2	1			1					4	ba6	jawb	hh2	ggg				useitem			100	red-dmg			2	2																																																																															0
Carnage Helm + Jawbone + Forging Hammer + Crushed Gem -> Damage Reduced by 2	1			1					4	bab	jawb	hh2	ggg				useitem			100	red-dmg			2	2																																																																															0
Boots + Tail + Forging Hammer -> +5% Faster Run/Walk	1			1					3	"boot,nor"	tail	hh2					useitem			100	move1			5	5																																																																															0
Tyranium Ore + Blackmoor + Forging Hammer -> E Rune (r18)	1			1					3	ttt	eee	hh2					r18			100																																																																																				0
Magic Weapon + 5 Chipped Obsidians + Tomb of Town Portal -> Normal Weapon	1			1					7	"weap,mag"	"gck,qty=5"	tbk					"usetype,nor"		100	100																																																																																				0
Magic Armor + 5 Chipped Diamonds + Tomb of Identify -> Normal Armor	1			1					7	"armo,mag"	"gcw,qty=5"	ibk					"usetype,nor"		100	100																																																																																				0
Normal Weapon + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Weapon	1			1					4	"weap,nor,nos"	hh2	ttt	ppp				"usetype,nor,sock=1"		100	100																																																																																				0
Normal Weapon + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Weapon	1			1					4	"weap,nor,sock=1"	"hh2,qty=2"	ttt	ppp				"usetype,nor,sock=2"		100	100																																																																																				0
Normal Weapon + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Weapon	1			1					4	"weap,nor,sock=2"	"hh2,qty=3"	ttt	ppp				"usetype,nor,sock=3"		100	100																																																																																				0
Normal Weapon + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Weapon	1			1					4	"weap,nor,sock=3"	"hh2,qty=4"	ttt	ppp				"usetype,nor,sock=4"		100	100																																																																																				0
Normal Weapon + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Weapon	1			1					4	"weap,nor,sock=4"	"hh2,qty=5"	ttt	ppp				"usetype,nor,sock=5"		100	100																																																																																				0
Normal Weapon + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Weapon	1			1					4	"weap,nor,sock=5"	"hh2,qty=6"	ttt	ppp				"usetype,nor,sock=6"		100	100																																																																																				0
Normal Weapon + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Weapon				1					4	"weap,nor,sock=6"	hh2	ttt	ppp				"usetype,nor,sock=7"		100	100																																																																																				0
Normal Weapon + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Weapon				1					4	"weap,nor,sock=7"	hh2	ttt	ppp				"usetype,nor,sock=8"		100	100																																																																																				0
Normal Armor + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Armor	1			1					4	"armo,nor,nos"	hh2	ttt	ppp				"usetype,nor,sock=1"		100	100																																																																																				0
Normal Armor + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Armor	1			1					5	"armo,nor,sock=1"	"hh2,qty=2"	ttt	ppp				"usetype,nor,sock=2"		100	100																																																																																				0
Normal Armor + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Armor	1			1					6	"armo,nor,sock=2"	"hh2,qty=3"	ttt	ppp				"usetype,nor,sock=3"		100	100																																																																																				0
Normal Armor + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Armor	1			1					7	"armo,nor,sock=3"	"hh2,qty=4"	ttt	ppp				"usetype,nor,sock=4"		100	100																																																																																				0
Normal Armor + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Armor	1			1					8	"armo,nor,sock=4"	"hh2,qty=5"	ttt	ppp				"usetype,nor,sock=5"		100	100																																																																																				0
Normal Armor + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Armor	1			1					9	"armo,nor,sock=5"	"hh2,qty=6"	ttt	ppp				"usetype,nor,sock=6"		100	100																																																																																				0
Normal Armor + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Armor				1					10	"armo,nor,sock=6"	"hh2,qty=7"	ttt	ppp				"usetype,nor,sock=7"		100	100																																																																																				0
Normal Armor + Forging Hammer + Tyranium Ore + Dragon Stone -> +1 Sockets Normal Armor				1					4	"armo,nor,sock=7"	hh2	ttt	ppp				"usetype,nor,sock=8"		100	100																																																																																				0
Ring + Crushed Gem + Perf Saphire -> Sorcerer's Band +1 Random Skilltab	1			1					3	"ring,mag"	ggg	gbb					srn		100	100	skilltab	33	3	1	1	skilltab	33	4	1	1	skilltab	33	5	1	1																																																																					0
Ring + Spider's Silk + Perf Emerald -> Amazonian Loop +1 Random Skilltab	1			1					3	"ring,mag"	sss	ggb					zrn		100	100	skilltab	33	0	1	1	skilltab	33	1	1	1	skilltab	33	2	1	1																																																																					0
Ring + Tyranium Ore + Perf Topaz -> Druid's Seal +1 Random Skilltab	1			1					3	"ring,mag"	ttt	gyb					drn		100	100	skilltab	33	15	1	1	skilltab	33	16	1	1	skilltab	33	17	1	1																																																																					0
Ring + Dragon Stone + Perf Ruby -> Assassin's Jewel +1 Random Skilltab	1			1					3	"ring,mag"	ppp	grb					arn		100	100	skilltab	33	18	1	1	skilltab	33	19	1	1	skilltab	33	20	1	1																																																																					0
Ring + Holy Symbol + Perf Diamond -> Paladic Halo +1 Random Skilltab	1			1					3	"ring,mag"	hly	gwb					prn		100	100	skilltab	33	9	1	1	skilltab	33	10	1	1	skilltab	33	11	1	1																																																																					0
Ring + Blackmoor + Perf Skull -> Necromancer's Stone +1 Random Skilltab	1			1					3	"ring,mag"	eee	skb					nrn		100	100	skilltab	33	6	1	1	skilltab	33	7	1	1	skilltab	33	8	1	1																																																																					0
Ring + Forging Hammer + Perf Amethyst -> Barbaric Knuckle +1 Random Skilltab	1			1					3	"ring,mag"	hh2	gvb					brg		100	100	skilltab	33	12	1	1	skilltab	33	13	1	1	skilltab	33	14	1	1																																																																					0
Amulet + Crushed Gem + Perf Saphire -> Socererer's Talisman +1 Sorc Skills	1			1					3	"amul,mag"	ggg	gbb					sam		100	100	sor			1	1																																																																															0
Amulet + Spider's Silk + Perf Emerald -> Amazonian Pin +1 Amazon Skills	1			1					3	"amul,mag"	sss	ggb					zam		100	100	ama			1	1																																																																															0
Amulet + Tyranium Ore + Perf Topaz -> Druidic Necklace +1 Druid Skills	1			1					3	"amul,mag"	ttt	gyb					dam		100	100	dru			1	1																																																																															0
Amulet + Dragon Stone + Perf Ruby -> Assassin's Choker +1 Assassin Skills	1			1					3	"amul,mag"	ppp	grb					aam		100	100	ass			1	1																																																																															0
Amulet + Holy Symbol + Perf Diamond -> Holy Pendant +1 Paladin Skills	1			1					3	"amul,mag"	hly	gwb					pam		100	100	pal			1	1																																																																															0
Amulet + Blackmoor + Perf Skull -> Death's Locket +1 Necromancer Skills	1			1					3	"amul,mag"	eee	skb					nam		100	100	nec			1	1																																																																															0
Amulet + Forging Hammer + Perf Amethyst -> Primal Charm +1 Barbarian Skills	1			1					3	"amul,mag"	hh2	gvb					bam		100	100	bar			1	1																																																																															0
Jewel + Super Healing Potion + Cookbook -> Replenish Life +75 Jewel	1			1					3	jew	hp5	yyy					useitem			100	regen			76	76																																																																															0
Jewel + Minor Mana Potion + Cookbook -> Regenerate Mana 20% Jewel	1			1					3	jew	mp1	yyy					useitem			100	regen-mana			20	20																																																																															0
Jewel + Light Mana Potion + Cookbook -> Regenerate Mana 40% Jewel	1			1					3	jew	mp2	yyy					useitem			100	regen-mana			40	40																																																																															0
Jewel + Mana Potion + Cookbook -> Regenerate Mana 60% Jewel	1			1					3	jew	mp3	yyy					useitem			100	regen-mana			60	60																																																																															0
Jewel + Greater Mana Potion + Cookbook -> Regenerate Mana 80% Jewel	1			1					3	jew	mp4	yyy					useitem			100	regen-mana			80	80																																																																															0
Jewel + Super Mana Potion + Cookbook -> Regenerate Mana 100% Jewel	1			1					3	jew	mp5	yyy					useitem			100	regen-mana			100	100																																																																															0
"Weapon + 10 Player Ears + 10 Souls -> +10% to Experience Gained, Regen -10"	1			1					21	weap	"ear,qty=10"	"soul,qty=10"					useitem			100	addxp			5	5	drain		10	10																																																																											0
"Weapon + 10 Player Ears + 10 Eyes -> +10% Better Chance of Getting Magic Items, Regen -3"	1			1					21	weap	"ear,qty=10"	"eyes,qty=10"					useitem			100	mag%			10	10	drain		5	5																																																																											0
Magic Charm + Tail + 3 Dragon Stones -> Unique Charm	1			1					5	"cm1,mag"	tail	"ppp,qty=3"					"usetype,uni"			100																																																																																				0
Magic Charm + Tail + 3 Dragon Stones -> Unique Charm	1			1					5	"cm2,mag"	tail	"ppp,qty=3"					"usetype,uni"			100																																																																																				0
Magic Charm + Tail + 3 Dragon Stones -> Unique Charm	1			1					5	"cm3,mag"	tail	"ppp,qty=3"					"usetype,uni"			100																																																																																				0
Unique Charm + Magic Charm + Jawbone -> Rare Charm	1			1					3	"char,uni"	cm1	jawb					"usetype,crf"			100																																																																																				0
Unique Charm + Magic Charm + Jawbone -> Rare Charm	1			1					3	"char,uni"	cm2	jawb					"usetype,crf"			100																																																																																				0
Unique Charm + Magic Charm + Jawbone -> Rare Charm	1			1					3	"char,uni"	cm3	jawb					"usetype,crf"			100																																																																																				0
Rare Charm + 3 Blackmoor -> Rerolled Rare Charm	1			1					4	"char,crf"	"eee,qty=3"						"usetype,crf"			100																																																																																				0
Malah's Scroll + Small Rare Charm -> Rerolled Rare Charm with All Resist +8%	1			1					2	"cm1,rar"	tr2						"usetype,rar"			100	res-all			8	8																																																																															0
Malah's Scroll + Large Rare Charm -> Rerolled Rare Charm with All Resist +12%	1			1					2	"cm2,rar"	tr2						"usetype,rar"			100	res-all			12	12																																																																															0
Malah's Scroll + Grand Rare Charm -> Rerolled Rare Charm with All Resist +16%	1			1					2	"cm3,rar"	tr2						"usetype,rar"			100	res-all			16	16																																																																															0
QBook of Skill + Grand Rare Charm -> Rerolled Rare Charm with +1 Skills	1			1					2	"cm3,rar"	ass						"usetype,rar"			100	allskills			1	1																																																																															0
Crafted Weapon + Perf Amethyst + 6 Drag Stone + Forg Hamm -> Set Weapon	1			1					9	"weap,crf"	gvb	"ppp,qty=6"	hh2				"usetype,set"	99																																																																																						0
Crafted Armor + Perf Diamond + 6 Drag Stone + Forg Hamm -> Set Armor	1			1					9	"armo,crf"	gwb	"ppp,qty=6"	hh2				"usetype,set"	99																																																																																						0
Crafted Ring + Perf Skull + 6 Drag Stone + Forg Hamm -> Set Ring	1			1					9	"ring,crf"	skb	"ppp,qty=6"	hh2				"usetype,set"	99																																																																																						0
Crafted Amulet + Perf Ruby + 6 Drag Stone + Forg Hamm -> Set Amulet	1			1					9	"amul,crf"	grb	"ppp,qty=6"	hh2				"usetype,set"	99																																																																																						0
Griswold's Hand + Forging Hammer + Axe -> Griswold's Revenge	1			1					3	00g	hh2	"axe,any"					"9ga,uni"	99																																																																																						0
Treehead WoodFist's Arm + Forging Hammer + Club -> Woodfist's Arm	1			1					3	00t	hh2	"club,any"					"shc,uni"	99																																																																																						0
Radament's Head + Forging Hammer + Shield -> Radament's Rotting Skull	1			1					3	00r	hh2	"shld,any"					"ne3,uni"	99																																																																																						0
Hephasto's Hand + Forging Hammer + Throwing Axe -> Hephasto's Last Project	1			1					3	00h	hh2	taxe					"0b6,uni"	99																																																																																						0
10 Dragon Stones + Cook Book -> Tome of Experience	1			1					11	"ppp,qty=10"	yyy						txp																																																																																							0
4 Unique Charms + 10 Dragon Stones + Cook Book -> Book of Skill	1			1					15	"cm1,uni"	"cm2,uni"	"cm3,uni"	"dev,uni"	"ppp,qty=10"	yyy		tsk																																																																																							0
Any Armor+ r15 -> Level Requirement -1	1			1	15	92	1		3	"any,armo"	r15	txp					useitem			100	levelreq			-1	-1																																																																															0
Any Weapon + r15 -> Level Requirement -1	1			1	15	92	1		3	"any,weap"	r15	txp					useitem			100	levelreq			-1	-1																																																																															0
Any Ring + r15 -> Level Requirement -1	1			1	15	92	1		3	"any,rin"	r15	txp					useitem			100	levelreq			-1	-1																																																																															0
Any Amu + r15 -> Level Requirement -1	1			1	15	92	1		3	"any,amu"	r15	txp					useitem			100	levelreq			-1	-1																																																																															0
Any Armor+ r15 -> Level Requirement -3	1			1	15	92	1		3	"any,armo"	r15	tsk					useitem			100	levelreq			-3	-3																																																																															0
Any Weapon + r15 -> Level Requirement -3	1			1	15	92	1		3	"any,weap"	r15	tsk					useitem			100	levelreq			-3	-3																																																																															0
Any Ring + r15 -> Level Requirement -3	1			1	15	92	1		3	"any,rin"	r15	tsk					useitem			100	levelreq			-3	-3																																																																															0
Any Amu + r15 -> Level Requirement -3	1			1	15	92	1		3	"any,amu"	r15	tsk					useitem			100	levelreq			-3	-3																																																																															0
Unique Ring + Unique Jewel + Elixir + Fang + Horn -> Socketed Ring	1			1					5	"ring,uni"	"jew,uni"	elx	fang	horn			"useitem,sock=1"			100																																																																																				0
Unique Amul + Unique Jewel + Elixir + Spleen + Scalp -> Socketed Amulet	1			1					5	"amul,uni"	"jew,uni"	elx	spln	sclp			"useitem,sock=1"			100																																																																																				0
Magic/rare/crafted Ring + any jewel + elixir + eye + brain -> socketed magic/rare/crafted ring	1			1					5	"rin,mag,rare,crf"	"jew"	elx	bran	eyes			"useitem,sock=1"			100																																																																																				0
Magic/rare/crafted amulet + any jewel + elixir + heart + soul -> socketed magic/rare/crafted amulet	1			1					5	"amu,mag,rar,crf"	"jew"	elx	hart	soul			"useitem,sock=1"			100																																																																																				0
Weapon + Blackmoor + Holy Symbol + Cookbook -> Weapon +RIP	1			1					4	"weap,any"	eee	hly	yyy				useitem			100	rip			1	1																																																																															0
Weapon + Forging Hammer + Tyranium Ore + Cookbook -> Weapon +Lifesteal 3%	1			1					4	"weap,any"	hh2	ttt	yyy				useitem			100	lifesteal			3	3																																																																															0
Weapon + Forging Hammer + Crushed Gem + Cookbook -> Weapon +Manasteal 3%	1			1					4	"weap,any"	hh2	ggg	yyy				useitem			100	manasteal			3	3																																																																															0
Weapon + Forging Hammer + Perfect Cell + Cookbook -> Weapon +Manasteal 3% +Lifesteal 3%	1			1					4	"weap,any"	hh2	"cm1,uni"	yyy				useitem			100	lifesteal			3	3	manasteal			3	3																																																																										0
Gloves + Forging Hammer + Tyranium Ore + Cookbook -> Gloves +Heal-Kill 3	1			1					4	"glov,any"	hh2	ttt	yyy				useitem			100	heal-kill			3	3																																																																															0
Gloves + Forging Hammer + Crushed Gem + Cookbook -> Gloves +Mana-Kill 3	1			1					4	"glov,any"	hh2	ggg	yyy				useitem			100	mana-kill			3	3																																																																															0
Gloves + Forging Hammer + Perfect Cell + Cookbook -> Gloves +Mana-Kill 3 +Heal-Kill 3	1			1					4	"glov,any"	hh2	"cm1,uni"	yyy				useitem			100	heal-kill			3	3	mana-kill			3	3																																																																										0
Weapon + Forging Hammer + Dragon Stone + Cookbook -> Weapon +IAS 10%	1			1					4	"weap,any"	hh2	ppp	yyy				useitem			100	swing1			10	10																																																																															0
Gloves + Forging Hammer + Blackmoor + Cookbook -> Gloves +FC 10%	1			1					4	"glov,any"	hh2	eee	yyy				useitem			100	cast1			10	10																																																																															0
Socketed Ring + Socketed Amulet + Grand Charm -> Socketed Grand Charm (1)	1			1					3	"cm3,any,sock=2"	"rin,sock=1"	"amu,sock=1"					"useitem,sock=3"			100																																																																																				0
2 Socketed Rings + 2 Socketed Amulets + Grand Charm -> Socketed Grand Charm (2)	1			1					3	"cm3,any,sock=1"	"rin,sock=1"	"amu,sock=1"					"useitem,sock=2"			100																																																																																				0
3 Socketed Rings + 3 Socketed Amulets + Grand Charm -> Socketed Grand Charm (3)	1			1					3	"cm3,any,nos"	"rin,sock=1"	"amu,sock=1"					"useitem,sock=1"			100																																																																																				0
2 Socketed Rings + 2 Socketed Amulets + Large Charm -> Socketed Large Charm (1)	1			1					4	"cm2,any"	"cm3,any,sock=2"	"rin,sock=1"	"amu,sock=1"				"useitem,sock=2"			100																																																																																				0
3 Socketed Rings + 3 Socketed Amulets + Large Charm -> Socketed Large Charm (2)	1			1					4	"cm2,any"	"cm3,any,sock=1"	"rin,sock=1"	"amu,sock=1"				"useitem,sock=1"			100																																																																																				0
3 Socketed Rings + 3 Socketed Amulets + Small Charm -> Socketed Small Charm (1)	1			1					4	"cm1,any"	"cm3,any,sock=2"	"rin,sock=1"	"amu,sock=1"				"useitem,sock=1"			100																																																																																				0
Wirt's Leg + Scroll of Identify + 5 Dragon Stones -> Steak	1			1					7	leg	isc	"ppp,qty=5"					zzz																																																																																							0
Wirt's Leg + Scroll of Town Portal + 5 Dragon Stones -> Cookbook	1			1					7	leg	tsc	"ppp,qty=5"					yyy																																																																																							0
Sash set Cycle	1			1					1	"lbl,set"							"lbl,set"	100																																																																																						0
Light Belt set Cycle	1			1					1	"vbl,set"							"vbl,set"	100																																																																																						0
Chain Gloves set Cycle	1			1					1	"mgl,set"							"mgl,set"	100																																																																																						0
Cloak set Cycle	1			1					1	"clk,set"							"clk,set"	100																																																																																						0
Leather Armor set Cycle	1			1					1	"lea,set"							"lea,set"	100																																																																																						0
Robe set Cycle	1			1					1	"rob,set"							"rob,set"	100																																																																																						0
Hard Leather Gloves set Cycle	1			1					1	"vgl,set"							"vgl,set"	100																																																																																						0
Cap set Cycle	1			1					1	"cap,set"							"cap,set"	100																																																																																						0
Helm set Cycle	1			1					1	"hlm,set"							"hlm,set"	100																																																																																						0
Full Helm set Cycle	1			1					1	"fhl,set"							"fhl,set"	100																																																																																						0
Belt set Cycle	1			1					1	"mbl,set"							"mbl,set"	100																																																																																						0
Kite Shield set Cycle	1			1					1	"kit,set"							"kit,set"	100																																																																																						0
Demonhide Gloves set Cycle	1			1					1	"xlg,set"							"xlg,set"	100																																																																																						0
Reroll Rare Eth Items	1			1					5	"weap,eth,rar"	"gem5,qty=3"	key					"usetype,eth,rar"			100																																																																																				0
