name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Undeciphered Recipe Scroll 19	Undeciphered Recipe Scroll 19		0	0	26	119	4	1	0	1	10000		19b	19b	19b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 20	Recipe Scroll 20		0	0	0	120	0	0	0	1	100000		20a	20a	20a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 20	Undeciphered Recipe Scroll 20		0	0	27	120	4	1	0	1	10000		20b	20b	20b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 21	Recipe Scroll 21		0	0	0	121	0	0	0	1	100000		21a	21a	21a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 21	Undeciphered Recipe Scroll 21		0	0	28	121	5	1	0	1	10000		21b	21b	21b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 22	Recipe Scroll 22		0	0	0	122	0	0	0	1	100000		22a	22a	22a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 22	Undeciphered Recipe Scroll 22		0	0	29	122	5	1	0	1	10000		22b	22b	22b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 23	Recipe Scroll 23		0	0	0	123	0	0	0	1	100000		23a	23a	23a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 23	Undeciphered Recipe Scroll 23		0	0	31	123	5	1	0	1	10000		23b	23b	23b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 24	Recipe Scroll 24		0	0	0	124	0	0	0	1	100000		24a	24a	24a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 24	Undeciphered Recipe Scroll 24		0	0	32	124	5	1	0	1	10000		24b	24b	24b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 25	Recipe Scroll 25		0	0	0	125	0	0	0	1	100000		25a	25a	25a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 25	Undeciphered Recipe Scroll 25		0	0	33	125	5	1	0	1	10000		25b	25b	25b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 26	Recipe Scroll 26		0	0	0	126	0	0	0	1	100000		26a	26a	26a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 26	Undeciphered Recipe Scroll 26		0	0	34	126	6	1	0	1	10000		26b	26b	26b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 27	Recipe Scroll 27		0	0	0	127	0	0	0	1	100000		27a	27a	27a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 27	Undeciphered Recipe Scroll 27		0	0	35	127	6	1	0	1	10000		27b	27b	27b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 28	Recipe Scroll 28		0	0	0	128	0	0	0	1	100000		28a	28a	28a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 28	Undeciphered Recipe Scroll 28		0	0	37	128	6	1	0	1	10000		28b	28b	28b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 29	Recipe Scroll 29		0	0	0	129	0	0	0	1	100000		29a	29a	29a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 29	Undeciphered Recipe Scroll 29		0	0	38	129	6	1	0	1	10000		29b	29b	29b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 30	Recipe Scroll 30		0	0	0	130	0	0	0	1	100000		30a	30a	30a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 30	Undeciphered Recipe Scroll 30		0	0	39	130	6	1	0	1	10000		30b	30b	30b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 31	Recipe Scroll 31		0	0	0	131	0	0	0	1	100000		31a	31a	31a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 31	Undeciphered Recipe Scroll 31		0	0	40	131	7	1	0	1	10000		31b	31b	31b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 32	Recipe Scroll 32		0	0	0	132	0	0	0	1	100000		32a	32a	32a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 32	Undeciphered Recipe Scroll 32		0	0	41	132	7	1	0	1	10000		32b	32b	32b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 33	Recipe Scroll 33		0	0	0	133	0	0	0	1	100000		33a	33a	33a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 33	Undeciphered Recipe Scroll 33		0	0	43	133	7	1	0	1	5000		33b	33b	33b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 34	Recipe Scroll 34		0	0	0	134	0	0	0	1	100000		34a	34a	34a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 34	Undeciphered Recipe Scroll 34		0	0	44	134	7	1	0	1	10000		34b	34b	34b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 35	Recipe Scroll 35		0	0	0	135	0	0	0	1	100000		35a	35a	35a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 35	Undeciphered Recipe Scroll 35		0	0	45	135	7	1	0	1	10000		35b	35b	35b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 36	Recipe Scroll 36		0	0	0	136	0	0	0	1	100000		36a	36a	36a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 36	Undeciphered Recipe Scroll 36		0	0	46	136	8	1	0	1	10000		36b	36b	36b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 37	Recipe Scroll 37		0	0	0	137	0	0	0	1	100000		37a	37a	37a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 37	Undeciphered Recipe Scroll 37		0	0	47	137	8	1	0	1	10000		37b	37b	37b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 38	Recipe Scroll 38		0	0	0	138	0	0	0	1	100000		38a	38a	38a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 38	Undeciphered Recipe Scroll 38		0	0	49	138	8	1	0	1	10000		38b	38b	38b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 39	Recipe Scroll 39		0	0	0	139	0	0	0	1	100000		39a	39a	39a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 39	Undeciphered Recipe Scroll 39		0	0	50	139	8	1	0	1	10000		39b	39b	39b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 40	Recipe Scroll 40		0	0	0	140	0	0	0	1	100000		40a	40a	40a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 40	Undeciphered Recipe Scroll 40		0	0	51	140	8	1	0	1	10000		40b	40b	40b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 41	Recipe Scroll 41		0	0	0	141	0	0	0	1	100000		41a	41a	41a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 41	Undeciphered Recipe Scroll 41		0	0	52	141	9	1	0	1	10000		41b	41b	41b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 42	Recipe Scroll 42		0	0	0	142	0	0	0	1	100000		42a	42a	42a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 42	Undeciphered Recipe Scroll 42		0	0	53	142	9	1	0	1	10000		42b	42b	42b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 43	Recipe Scroll 43		0	0	0	143	0	0	0	1	100000		43a	43a	43a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 43	Undeciphered Recipe Scroll 43		0	0	55	143	9	1	0	1	10000		43b	43b	43b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 44	Recipe Scroll 44		0	0	0	144	0	0	0	1	100000		44a	44a	44a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 44	Undeciphered Recipe Scroll 44		0	0	56	144	9	1	0	1	10000		44b	44b	44b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 45	Recipe Scroll 45		0	0	0	145	0	0	0	1	100000		45a	45a	45a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 45	Undeciphered Recipe Scroll 45		0	0	57	145	9	1	0	1	10000		45b	45b	45b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 46	Recipe Scroll 46		0	0	0	146	0	0	0	1	100000		46a	46a	46a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 46	Undeciphered Recipe Scroll 46		0	0	58	146	10	1	0	1	10000		46b	46b	46b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 47	Recipe Scroll 47		0	0	0	147	0	0	0	1	100000		47a	47a	47a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 47	Undeciphered Recipe Scroll 47		0	0	59	147	10	1	0	1	10000		47b	47b	47b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 48	Recipe Scroll 48		0	0	0	148	0	0	0	1	100000		48a	48a	48a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 48	Undeciphered Recipe Scroll 48		0	0	61	148	10	1	0	1	10000		48b	48b	48b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 49	Recipe Scroll 49		0	0	0	149	0	0	0	1	100000		49a	49a	49a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 49	Undeciphered Recipe Scroll 49		0	0	62	149	10	1	0	1	10000		49b	49b	49b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 50	Recipe Scroll 50		0	0	0	150	0	0	0	1	100000		50a	50a	50a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 50	Undeciphered Recipe Scroll 50		0	0	63	150	10	1	0	1	10000		50b	50b	50b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 51	Recipe Scroll 51		0	0	0	151	0	0	0	1	100000		51a	51a	51a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 51	Undeciphered Recipe Scroll 51		0	0	64	151	11	1	0	1	10000		51b	51b	51b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Recipe Scroll 52	Recipe Scroll 52		0	0	0	151	0	0	0	1	100000		52a	52a	52a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 52	Undeciphered Recipe Scroll 52		0	0	64	151	11	1	0	1	10000		52b	52b	52b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
