Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Runeword574	Shocking	1		helm	tors							4		gcy	gcy	gcy	gcy			gethit-skill	Chain Lightning	8	4																								 	0
Runeword575	Shocking	1		helm	tors							4		gfy	gfy	gfy	gfy			gethit-skill	Chain Lightning	9	4																								 	0
Runeword576	Shocking	1		helm	tors							4		gsy	gsy	gsy	gsy			gethit-skill	Chain Lightning	10	4																								 	0
Runeword577	Shocking	1		helm	tors							4		gly	gly	gly	gly			gethit-skill	Chain Lightning	11	4																								 	0
Runeword578	Shocking	1		helm	tors							4		gpy	gpy	gpy	gpy			gethit-skill	Chain Lightning	12	4																								 	0
Runeword579	Shocking	1		helm	tors							4		gyb	gyb	gyb	gyb			gethit-skill	Chain Lightning	14	4																								 	0
Runeword580	Shocking	1		helm	tors							5		gcy	gcy	gcy	gcy	gcy		gethit-skill	Chain Lightning	10	5																								 	0
Runeword581	Shocking	1		helm	tors							5		gfy	gfy	gfy	gfy	gfy		gethit-skill	Chain Lightning	11	5																								 	0
Runeword582	Shocking	1		helm	tors							5		gsy	gsy	gsy	gsy	gsy		gethit-skill	Chain Lightning	12	5																								 	0
Runeword583	Shocking	1		helm	tors							5		gly	gly	gly	gly	gly		gethit-skill	Chain Lightning	13	5																								 	0
Runeword584	Shocking	1		helm	tors							5		gpy	gpy	gpy	gpy	gpy		gethit-skill	Chain Lightning	14	5																								 	0
Runeword585	Shocking	1		helm	tors							5		gyb	gyb	gyb	gyb	gyb		gethit-skill	Chain Lightning	16	5																								 	0
Runeword586	Shocking	1		helm	tors							6		gcy	gcy	gcy	gcy	gcy	gcy	gethit-skill	Chain Lightning	12	6																								 	0
Runeword587	Shocking	1		helm	tors							6		gfy	gfy	gfy	gfy	gfy	gfy	gethit-skill	Chain Lightning	13	6																								 	0
Runeword588	Shocking	1		helm	tors							6		gsy	gsy	gsy	gsy	gsy	gsy	gethit-skill	Chain Lightning	14	6																								 	0
Runeword589	Shocking	1		helm	tors							6		gly	gly	gly	gly	gly	gly	gethit-skill	Chain Lightning	15	6																								 	0
Runeword590	Shocking	1		helm	tors							6		gpy	gpy	gpy	gpy	gpy	gpy	gethit-skill	Chain Lightning	16	6																								 	0
Runeword591	Shocking	1		helm	tors							6		gyb	gyb	gyb	gyb	gyb	gyb	gethit-skill	Chain Lightning	18	6																								 	0
Runeword592	Shocking	1		weap	glov							1		gcy						hit-skill	Chain Lightning	2	1																								 	0
Runeword593	Shocking	1		weap	glov							1		gfy						hit-skill	Chain Lightning	3	1																								 	0
Runeword594	Shocking	1		weap	glov							1		gsy						hit-skill	Chain Lightning	4	1																								 	0
Runeword595	Shocking	1		weap	glov							1		gly						hit-skill	Chain Lightning	5	1																								 	0
Runeword596	Shocking	1		weap	glov							1		gpy						hit-skill	Chain Lightning	6	1																								 	0
Runeword597	Shocking	1		weap	glov							1		gyb						hit-skill	Chain Lightning	8	1																								 	0
Runeword598	Shocking	1		weap	glov							2		gcy	gcy					hit-skill	Chain Lightning	4	2																								 	0
Runeword599	Shocking	1		weap	glov							2		gfy	gfy					hit-skill	Chain Lightning	5	2																								 	0
Runeword600	Shocking	1		weap	glov							2		gsy	gsy					hit-skill	Chain Lightning	6	2																								 	0
Runeword601	Shocking	1		weap	glov							2		gly	gly					hit-skill	Chain Lightning	7	2																								 	0
Runeword602	Shocking	1		weap	glov							2		gpy	gpy					hit-skill	Chain Lightning	8	2																								 	0
Runeword603	Shocking	1		weap	glov							2		gyb	gyb					hit-skill	Chain Lightning	10	2																								 	0
Runeword604	Shocking	1		weap								3		gcy	gcy	gcy				hit-skill	Chain Lightning	6	3																								 	0
Runeword605	Shocking	1		weap								3		gfy	gfy	gfy				hit-skill	Chain Lightning	7	3																								 	0
Runeword606	Shocking	1		weap								3		gsy	gsy	gsy				hit-skill	Chain Lightning	8	3																								 	0
Runeword607	Shocking	1		weap								3		gly	gly	gly				hit-skill	Chain Lightning	9	3																								 	0
Runeword608	Shocking	1		weap								3		gpy	gpy	gpy				hit-skill	Chain Lightning	10	3																								 	0
Runeword609	Shocking	1		weap								3		gyb	gyb	gyb				hit-skill	Chain Lightning	12	3																								 	0
Runeword610	Shocking	1		weap								4		gcy	gcy	gcy	gcy			hit-skill	Chain Lightning	8	4																								 	0
Runeword611	Shocking	1		weap								4		gfy	gfy	gfy	gfy			hit-skill	Chain Lightning	9	4																								 	0
Runeword612	Shocking	1		weap								4		gsy	gsy	gsy	gsy			hit-skill	Chain Lightning	10	4																								 	0
Runeword613	Shocking	1		weap								4		gly	gly	gly	gly			hit-skill	Chain Lightning	11	4																								 	0
Runeword614	Shocking	1		weap								4		gpy	gpy	gpy	gpy			hit-skill	Chain Lightning	12	4																								 	0
Runeword615	Shocking	1		weap								4		gyb	gyb	gyb	gyb			hit-skill	Chain Lightning	14	4																								 	0
Runeword616	Shocking	1		weap								5		gcy	gcy	gcy	gcy	gcy		hit-skill	Chain Lightning	10	5																								 	0
Runeword617	Shocking	1		weap								5		gfy	gfy	gfy	gfy	gfy		hit-skill	Chain Lightning	11	5																								 	0
Runeword618	Shocking	1		weap								5		gsy	gsy	gsy	gsy	gsy		hit-skill	Chain Lightning	12	5																								 	0
Runeword619	Shocking	1		weap								5		gly	gly	gly	gly	gly		hit-skill	Chain Lightning	13	5																								 	0
Runeword620	Shocking	1		weap								5		gpy	gpy	gpy	gpy	gpy		hit-skill	Chain Lightning	14	5																								 	0
Runeword621	Shocking	1		weap								5		gyb	gyb	gyb	gyb	gyb		hit-skill	Chain Lightning	16	5																								 	0
Runeword622	Shocking	1		weap								6		gcy	gcy	gcy	gcy	gcy	gcy	hit-skill	Chain Lightning	12	6																								 	0
Runeword623	Shocking	1		weap								6		gfy	gfy	gfy	gfy	gfy	gfy	hit-skill	Chain Lightning	13	6																								 	0
Runeword624	Shocking	1		weap								6		gsy	gsy	gsy	gsy	gsy	gsy	hit-skill	Chain Lightning	14	6																								 	0
Runeword625	Shocking	1		weap								6		gly	gly	gly	gly	gly	gly	hit-skill	Chain Lightning	15	6																								 	0
Runeword626	Shocking	1		weap								6		gpy	gpy	gpy	gpy	gpy	gpy	hit-skill	Chain Lightning	16	6																								 	0
Runeword627	Shocking	1		weap								6		gyb	gyb	gyb	gyb	gyb	gyb	hit-skill	Chain Lightning	18	6																								 	0
Runeword628	Shocking	1		shld	belt							1		gcy						gethit-skill	Chain Lightning	2	1																								 	0
Runeword629	Shocking	1		shld	belt							1		gfy						gethit-skill	Chain Lightning	3	1																								 	0
Runeword630	Shocking	1		shld	belt							1		gsy						gethit-skill	Chain Lightning	4	1																								 	0
Runeword631	Shocking	1		shld	belt							1		gly						gethit-skill	Chain Lightning	5	1																								 	0
Runeword632	Shocking	1		shld	belt							1		gpy						gethit-skill	Chain Lightning	6	1																								 	0
Runeword633	Shocking	1		shld	belt							1		gyb						gethit-skill	Chain Lightning	8	1																								 	0
Runeword634	Shocking	1		shld	belt							2		gcy	gcy					gethit-skill	Chain Lightning	4	2																								 	0
Runeword635	Shocking	1		shld	belt							2		gfy	gfy					gethit-skill	Chain Lightning	5	2																								 	0
Runeword636	Shocking	1		shld	belt							2		gsy	gsy					gethit-skill	Chain Lightning	6	2																								 	0
Runeword637	Shocking	1		shld	belt							2		gly	gly					gethit-skill	Chain Lightning	7	2																								 	0
Runeword638	Shocking	1		shld	belt							2		gpy	gpy					gethit-skill	Chain Lightning	8	2																								 	0
Runeword639	Shocking	1		shld	belt							2		gyb	gyb					gethit-skill	Chain Lightning	10	2																								 	0
Runeword640	Shocking	1		shld								3		gcy	gcy	gcy				gethit-skill	Chain Lightning	6	3																								 	0
Runeword641	Shocking	1		shld								3		gfy	gfy	gfy				gethit-skill	Chain Lightning	7	3																								 	0
Runeword642	Shocking	1		shld								3		gsy	gsy	gsy				gethit-skill	Chain Lightning	8	3																								 	0
Runeword643	Shocking	1		shld								3		gly	gly	gly				gethit-skill	Chain Lightning	9	3																								 	0
Runeword644	Shocking	1		shld								3		gpy	gpy	gpy				gethit-skill	Chain Lightning	10	3																								 	0
Runeword645	Shocking	1		shld								3		gyb	gyb	gyb				gethit-skill	Chain Lightning	12	3																								 	0
Runeword646	Shocking	1		shld								4		gcy	gcy	gcy	gcy			gethit-skill	Chain Lightning	8	4																								 	0
Runeword647	Shocking	1		shld								4		gfy	gfy	gfy	gfy			gethit-skill	Chain Lightning	9	4																								 	0
Runeword648	Shocking	1		shld								4		gsy	gsy	gsy	gsy			gethit-skill	Chain Lightning	10	4																								 	0
Runeword649	Shocking	1		shld								4		gly	gly	gly	gly			gethit-skill	Chain Lightning	11	4																								 	0
Runeword650	Shocking	1		shld								4		gpy	gpy	gpy	gpy			gethit-skill	Chain Lightning	12	4																								 	0
Runeword651	Shocking	1		shld								4		gyb	gyb	gyb	gyb			gethit-skill	Chain Lightning	14	4																								 	0
Runeword652	Ancient	1		helm	tors	boot						1		skc						gethit-skill	Decrepify	2	1																								 	0
Runeword653	Ancient	1		helm	tors	boot						1		skf						gethit-skill	Decrepify	3	1																								 	0
Runeword654	Ancient	1		helm	tors	boot						1		sku						gethit-skill	Decrepify	4	1																								 	0
Runeword655	Ancient	1		helm	tors	boot						1		skl						gethit-skill	Decrepify	5	1																								 	0
Runeword656	Ancient	1		helm	tors	boot						1		skz						gethit-skill	Decrepify	6	1																								 	0
Runeword657	Ancient	1		helm	tors	boot						1		skb						gethit-skill	Decrepify	8	1																								 	0
Runeword658	Ancient	1		helm	tors	boot						2		skc	skc					gethit-skill	Decrepify	4	2																								 	0
Runeword659	Ancient	1		helm	tors	boot						2		skf	skf					gethit-skill	Decrepify	5	2																								 	0
Runeword660	Ancient	1		helm	tors	boot						2		sku	sku					gethit-skill	Decrepify	6	2																								 	0
Runeword661	Ancient	1		helm	tors	boot						2		skl	skl					gethit-skill	Decrepify	7	2																								 	0
Runeword662	Ancient	1		helm	tors	boot						2		skz	skz					gethit-skill	Decrepify	8	2																								 	0
Runeword663	Ancient	1		helm	tors	boot						2		skb	skb					gethit-skill	Decrepify	10	2																								 	0
Runeword664	Ancient	1		helm	tors							3		skc	skc	skc				gethit-skill	Decrepify	6	3																								 	0
Runeword665	Ancient	1		helm	tors							3		skf	skf	skf				gethit-skill	Decrepify	7	3																								 	0
Runeword666	Ancient	1		helm	tors							3		sku	sku	sku				gethit-skill	Decrepify	8	3																								 	0
Runeword667	Ancient	1		helm	tors							3		skl	skl	skl				gethit-skill	Decrepify	9	3																								 	0
Runeword668	Ancient	1		helm	tors							3		skz	skz	skz				gethit-skill	Decrepify	10	3																								 	0
Runeword669	Ancient	1		helm	tors							3		skb	skb	skb				gethit-skill	Decrepify	12	3																								 	0
Runeword670	Ancient	1		helm	tors							4		skc	skc	skc	skc			gethit-skill	Decrepify	8	4																								 	0
Runeword671	Ancient	1		helm	tors							4		skf	skf	skf	skf			gethit-skill	Decrepify	9	4																								 	0
Runeword672	Ancient	1		helm	tors							4		sku	sku	sku	sku			gethit-skill	Decrepify	10	4																								 	0
Runeword673	Ancient	1		helm	tors							4		skl	skl	skl	skl			gethit-skill	Decrepify	11	4																								 	0
Runeword674	Ancient	1		helm	tors							4		skz	skz	skz	skz			gethit-skill	Decrepify	12	4																								 	0
Runeword675	Ancient	1		helm	tors							4		skb	skb	skb	skb			gethit-skill	Decrepify	14	4																								 	0
Runeword676	Ancient	1		helm	tors							5		skc	skc	skc	skc	skc		gethit-skill	Decrepify	10	5																								 	0
Runeword677	Ancient	1		helm	tors							5		skf	skf	skf	skf	skf		gethit-skill	Decrepify	11	5																								 	0
Runeword678	Ancient	1		helm	tors							5		sku	sku	sku	sku	sku		gethit-skill	Decrepify	12	5																								 	0
Runeword679	Ancient	1		helm	tors							5		skl	skl	skl	skl	skl		gethit-skill	Decrepify	13	5																								 	0
Runeword680	Ancient	1		helm	tors							5		skz	skz	skz	skz	skz		gethit-skill	Decrepify	14	5																								 	0
Runeword681	Ancient	1		helm	tors							5		skb	skb	skb	skb	skb		gethit-skill	Decrepify	16	5																								 	0
Runeword682	Ancient	1		helm	tors							6		skc	skc	skc	skc	skc	skc	gethit-skill	Decrepify	12	6																								 	0
Runeword683	Ancient	1		helm	tors							6		skf	skf	skf	skf	skf	skf	gethit-skill	Decrepify	13	6																								 	0
Runeword684	Ancient	1		helm	tors							6		sku	sku	sku	sku	sku	sku	gethit-skill	Decrepify	14	6																								 	0
Runeword685	Ancient	1		helm	tors							6		skl	skl	skl	skl	skl	skl	gethit-skill	Decrepify	15	6																								 	0
Runeword686	Ancient	1		helm	tors							6		skz	skz	skz	skz	skz	skz	gethit-skill	Decrepify	16	6																								 	0
Runeword687	Ancient	1		helm	tors							6		skb	skb	skb	skb	skb	skb	gethit-skill	Decrepify	18	6																								 	0
Runeword688	Ancient	1		weap	glov							1		skc						hit-skill	Lower Resist	2	1																								 	0
Runeword689	Ancient	1		weap	glov							1		skf						hit-skill	Lower Resist	3	1																								 	0
Runeword690	Ancient	1		weap	glov							1		sku						hit-skill	Lower Resist	4	1																								 	0
Runeword691	Ancient	1		weap	glov							1		skl						hit-skill	Lower Resist	5	1																								 	0
Runeword692	Ancient	1		weap	glov							1		skz						hit-skill	Lower Resist	6	1																								 	0
Runeword693	Ancient	1		weap	glov							1		skb						hit-skill	Lower Resist	8	1																								 	0
Runeword694	Ancient	1		weap	glov							2		skc	skc					hit-skill	Lower Resist	4	2																								 	0
Runeword695	Ancient	1		weap	glov							2		skf	skf					hit-skill	Lower Resist	5	2																								 	0
Runeword696	Ancient	1		weap	glov							2		sku	sku					hit-skill	Lower Resist	6	2																								 	0
Runeword697	Ancient	1		weap	glov							2		skl	skl					hit-skill	Lower Resist	7	2																								 	0
Runeword698	Ancient	1		weap	glov							2		skz	skz					hit-skill	Lower Resist	8	2																								 	0
Runeword699	Ancient	1		weap	glov							2		skb	skb					hit-skill	Lower Resist	10	2																								 	0
Runeword700	Ancient	1		weap								3		skc	skc	skc				hit-skill	Lower Resist	6	3																								 	0
Runeword701	Ancient	1		weap								3		skf	skf	skf				hit-skill	Lower Resist	7	3																								 	0
Runeword702	Ancient	1		weap								3		sku	sku	sku				hit-skill	Lower Resist	8	3																								 	0
Runeword703	Ancient	1		weap								3		skl	skl	skl				hit-skill	Lower Resist	9	3																								 	0
Runeword704	Ancient	1		weap								3		skz	skz	skz				hit-skill	Lower Resist	10	3																								 	0
Runeword705	Ancient	1		weap								3		skb	skb	skb				hit-skill	Lower Resist	12	3																								 	0
Runeword706	Ancient	1		weap								4		skc	skc	skc	skc			hit-skill	Lower Resist	8	4																								 	0
Runeword707	Ancient	1		weap								4		skf	skf	skf	skf			hit-skill	Lower Resist	9	4																								 	0
Runeword708	Ancient	1		weap								4		sku	sku	sku	sku			hit-skill	Lower Resist	10	4																								 	0
Runeword709	Ancient	1		weap								4		skl	skl	skl	skl			hit-skill	Lower Resist	11	4																								 	0
Runeword710	Ancient	1		weap								4		skz	skz	skz	skz			hit-skill	Lower Resist	12	4																								 	0
Runeword711	Ancient	1		weap								4		skb	skb	skb	skb			hit-skill	Lower Resist	14	4																								 	0
Runeword712	Ancient	1		weap								5		skc	skc	skc	skc	skc		hit-skill	Lower Resist	10	5																								 	0
Runeword713	Ancient	1		weap								5		skf	skf	skf	skf	skf		hit-skill	Lower Resist	11	5																								 	0
Runeword714	Ancient	1		weap								5		sku	sku	sku	sku	sku		hit-skill	Lower Resist	12	5																								 	0
Runeword715	Ancient	1		weap								5		skl	skl	skl	skl	skl		hit-skill	Lower Resist	13	5																								 	0
Runeword716	Ancient	1		weap								5		skz	skz	skz	skz	skz		hit-skill	Lower Resist	14	5																								 	0
Runeword717	Ancient	1		weap								5		skb	skb	skb	skb	skb		hit-skill	Lower Resist	16	5																								 	0
Runeword718	Ancient	1		weap								6		skc	skc	skc	skc	skc	skc	hit-skill	Lower Resist	12	6																								 	0
Runeword719	Ancient	1		weap								6		skf	skf	skf	skf	skf	skf	hit-skill	Lower Resist	13	6																								 	0
Runeword720	Ancient	1		weap								6		sku	sku	sku	sku	sku	sku	hit-skill	Lower Resist	14	6																								 	0
Runeword721	Ancient	1		weap								6		skl	skl	skl	skl	skl	skl	hit-skill	Lower Resist	15	6																								 	0
Runeword722	Ancient	1		weap								6		skz	skz	skz	skz	skz	skz	hit-skill	Lower Resist	16	6																								 	0
Runeword723	Ancient	1		weap								6		skb	skb	skb	skb	skb	skb	hit-skill	Lower Resist	18	6																								 	0
Runeword724	Ancient	1		shld	belt							1		skc						gethit-skill	Decrepify	2	1																								 	0
Runeword725	Ancient	1		shld	belt							1		skf						gethit-skill	Decrepify	3	1																								 	0
Runeword726	Ancient	1		shld	belt							1		sku						gethit-skill	Decrepify	4	1																								 	0
Runeword727	Ancient	1		shld	belt							1		skl						gethit-skill	Decrepify	5	1																								 	0
Runeword728	Ancient	1		shld	belt							1		skz						gethit-skill	Decrepify	6	1																								 	0
Runeword729	Ancient	1		shld	belt							1		skb						gethit-skill	Decrepify	8	1																								 	0
Runeword730	Ancient	1		shld	belt							2		skc	skc					gethit-skill	Decrepify	4	2																								 	0
Runeword731	Ancient	1		shld	belt							2		skf	skf					gethit-skill	Decrepify	5	2																								 	0
Runeword732	Ancient	1		shld	belt							2		sku	sku					gethit-skill	Decrepify	6	2																								 	0
Runeword733	Ancient	1		shld	belt							2		skl	skl					gethit-skill	Decrepify	7	2																								 	0
Runeword734	Ancient	1		shld	belt							2		skz	skz					gethit-skill	Decrepify	8	2																								 	0
Runeword735	Ancient	1		shld	belt							2		skb	skb					gethit-skill	Decrepify	10	2																								 	0
Runeword736	Ancient	1		shld								3		skc	skc	skc				gethit-skill	Decrepify	6	3																								 	0
Runeword737	Ancient	1		shld								3		skf	skf	skf				gethit-skill	Decrepify	7	3																								 	0
Runeword738	Ancient	1		shld								3		sku	sku	sku				gethit-skill	Decrepify	8	3																								 	0
Runeword739	Ancient	1		shld								3		skl	skl	skl				gethit-skill	Decrepify	9	3																								 	0
Runeword740	Ancient	1		shld								3		skz	skz	skz				gethit-skill	Decrepify	10	3																								 	0
Runeword741	Ancient	1		shld								3		skb	skb	skb				gethit-skill	Decrepify	12	3																								 	0
Runeword742	Ancient	1		shld								4		skc	skc	skc	skc			gethit-skill	Decrepify	8	4																								 	0
Runeword743	Ancient	1		shld								4		skf	skf	skf	skf			gethit-skill	Decrepify	9	4																								 	0
Runeword744	Ancient	1		shld								4		sku	sku	sku	sku			gethit-skill	Decrepify	10	4																								 	0
Runeword745	Ancient	1		shld								4		skl	skl	skl	skl			gethit-skill	Decrepify	11	4																								 	0
Runeword746	Ancient	1		shld								4		skz	skz	skz	skz			gethit-skill	Decrepify	12	4																								 	0
Runeword747	Ancient	1		shld								4		skb	skb	skb	skb			gethit-skill	Decrepify	14	4																								 	0
Runeword748	Chilling	1		helm	tors	boot						1		gcb						gethit-skill	Blizzard	2	1																								 	0
Runeword749	Chilling	1		helm	tors	boot						1		gfb						gethit-skill	Blizzard	3	1																								 	0
Runeword750	Chilling	1		helm	tors	boot						1		gsb						gethit-skill	Blizzard	4	1																								 	0
Runeword751	Chilling	1		helm	tors	boot						1		glb						gethit-skill	Blizzard	5	1																								 	0
Runeword752	Chilling	1		helm	tors	boot						1		gpb						gethit-skill	Blizzard	6	1																								 	0
Runeword753	Chilling	1		helm	tors	boot						1		gbb						gethit-skill	Blizzard	8	1																								 	0
Runeword754	Chilling	1		helm	tors	boot						2		gcb	gcb					gethit-skill	Blizzard	4	2																								 	0
Runeword755	Chilling	1		helm	tors	boot						2		gfb	gfb					gethit-skill	Blizzard	5	2																								 	0
Runeword756	Chilling	1		helm	tors	boot						2		gsb	gsb					gethit-skill	Blizzard	6	2																								 	0
Runeword757	Chilling	1		helm	tors	boot						2		glb	glb					gethit-skill	Blizzard	7	2																								 	0
Runeword758	Chilling	1		helm	tors	boot						2		gpb	gpb					gethit-skill	Blizzard	8	2																								 	0
Runeword759	Chilling	1		helm	tors	boot						2		gbb	gbb					gethit-skill	Blizzard	10	2																								 	0
Runeword760	Chilling	1		helm	tors							3		gcb	gcb	gcb				gethit-skill	Blizzard	6	3																								 	0
Runeword761	Chilling	1		helm	tors							3		gfb	gfb	gfb				gethit-skill	Blizzard	7	3																								 	0
Runeword762	Chilling	1		helm	tors							3		gsb	gsb	gsb				gethit-skill	Blizzard	8	3																								 	0
Runeword763	Chilling	1		helm	tors							3		glb	glb	glb				gethit-skill	Blizzard	9	3																								 	0
Runeword764	Chilling	1		helm	tors							3		gpb	gpb	gpb				gethit-skill	Blizzard	10	3																								 	0
Runeword765	Chilling	1		helm	tors							3		gbb	gbb	gbb				gethit-skill	Blizzard	12	3																								 	0
Runeword766	Chilling	1		helm	tors							4		gcb	gcb	gcb	gcb			gethit-skill	Blizzard	8	4																								 	0
Runeword767	Chilling	1		helm	tors							4		gfb	gfb	gfb	gfb			gethit-skill	Blizzard	9	4																								 	0
Runeword768	Chilling	1		helm	tors							4		gsb	gsb	gsb	gsb			gethit-skill	Blizzard	10	4																								 	0
Runeword769	Chilling	1		helm	tors							4		glb	glb	glb	glb			gethit-skill	Blizzard	11	4																								 	0
Runeword770	Chilling	1		helm	tors							4		gpb	gpb	gpb	gpb			gethit-skill	Blizzard	12	4																								 	0
Runeword771	Chilling	1		helm	tors							4		gbb	gbb	gbb	gbb			gethit-skill	Blizzard	14	4																								 	0
Runeword772	Chilling	1		helm	tors							5		gcb	gcb	gcb	gcb	gcb		gethit-skill	Blizzard	10	5																								 	0
Runeword773	Chilling	1		helm	tors							5		gfb	gfb	gfb	gfb	gfb		gethit-skill	Blizzard	11	5																								 	0
Runeword774	Chilling	1		helm	tors							5		gsb	gsb	gsb	gsb	gsb		gethit-skill	Blizzard	12	5																								 	0
Runeword775	Chilling	1		helm	tors							5		glb	glb	glb	glb	glb		gethit-skill	Blizzard	13	5																								 	0
Runeword776	Chilling	1		helm	tors							5		gpb	gpb	gpb	gpb	gpb		gethit-skill	Blizzard	14	5																								 	0
Runeword777	Chilling	1		helm	tors							5		gbb	gbb	gbb	gbb	gbb		gethit-skill	Blizzard	16	5																								 	0
Runeword778	Chilling	1		helm	tors							6		gcb	gcb	gcb	gcb	gcb	gcb	gethit-skill	Blizzard	12	6																								 	0
Runeword779	Chilling	1		helm	tors							6		gfb	gfb	gfb	gfb	gfb	gfb	gethit-skill	Blizzard	13	6																								 	0
Runeword780	Chilling	1		helm	tors							6		gsb	gsb	gsb	gsb	gsb	gsb	gethit-skill	Blizzard	14	6																								 	0
Runeword781	Chilling	1		helm	tors							6		glb	glb	glb	glb	glb	glb	gethit-skill	Blizzard	15	6																								 	0
Runeword782	Chilling	1		helm	tors							6		gpb	gpb	gpb	gpb	gpb	gpb	gethit-skill	Blizzard	16	6																								 	0
Runeword783	Chilling	1		helm	tors							6		gbb	gbb	gbb	gbb	gbb	gbb	gethit-skill	Blizzard	18	6																								 	0
Runeword784	Chilling	1		weap	glov							1		gcb						hit-skill	Glacial Spike	2	1																								 	0
Runeword785	Chilling	1		weap	glov							1		gfb						hit-skill	Glacial Spike	3	1																								 	0
Runeword786	Chilling	1		weap	glov							1		gsb						hit-skill	Glacial Spike	4	1																								 	0
Runeword787	Chilling	1		weap	glov							1		glb						hit-skill	Glacial Spike	5	1																								 	0
Runeword788	Chilling	1		weap	glov							1		gpb						hit-skill	Glacial Spike	6	1																								 	0
Runeword789	Chilling	1		weap	glov							1		gbb						hit-skill	Glacial Spike	8	1																								 	0
Runeword790	Chilling	1		weap	glov							2		gcb	gcb					hit-skill	Glacial Spike	4	2																								 	0
Runeword791	Chilling	1		weap	glov							2		gfb	gfb					hit-skill	Glacial Spike	5	2																								 	0
Runeword792	Chilling	1		weap	glov							2		gsb	gsb					hit-skill	Glacial Spike	6	2																								 	0
Runeword793	Chilling	1		weap	glov							2		glb	glb					hit-skill	Glacial Spike	7	2																								 	0
Runeword794	Chilling	1		weap	glov							2		gpb	gpb					hit-skill	Glacial Spike	8	2																								 	0
Runeword795	Chilling	1		weap	glov							2		gbb	gbb					hit-skill	Glacial Spike	10	2																								 	0
Runeword796	Chilling	1		weap								3		gcb	gcb	gcb				hit-skill	Glacial Spike	6	3																								 	0
Runeword797	Chilling	1		weap								3		gfb	gfb	gfb				hit-skill	Glacial Spike	7	3																								 	0
Runeword798	Chilling	1		weap								3		gsb	gsb	gsb				hit-skill	Glacial Spike	8	3																								 	0
Runeword799	Chilling	1		weap								3		glb	glb	glb				hit-skill	Glacial Spike	9	3																								 	0
Runeword800	Chilling	1		weap								3		gpb	gpb	gpb				hit-skill	Glacial Spike	10	3																								 	0
Runeword801	Chilling	1		weap								3		gbb	gbb	gbb				hit-skill	Glacial Spike	12	3																								 	0
Runeword802	Chilling	1		weap								4		gcb	gcb	gcb	gcb			hit-skill	Glacial Spike	8	4																								 	0
Runeword803	Chilling	1		weap								4		gfb	gfb	gfb	gfb			hit-skill	Glacial Spike	9	4																								 	0
Runeword804	Chilling	1		weap								4		gsb	gsb	gsb	gsb			hit-skill	Glacial Spike	10	4																								 	0
Runeword805	Chilling	1		weap								4		glb	glb	glb	glb			hit-skill	Glacial Spike	11	4																								 	0
Runeword806	Chilling	1		weap								4		gpb	gpb	gpb	gpb			hit-skill	Glacial Spike	12	4																								 	0
Runeword807	Chilling	1		weap								4		gbb	gbb	gbb	gbb			hit-skill	Glacial Spike	14	4																								 	0
Runeword808	Chilling	1		weap								5		gcb	gcb	gcb	gcb	gcb		hit-skill	Glacial Spike	10	5																								 	0
Runeword809	Chilling	1		weap								5		gfb	gfb	gfb	gfb	gfb		hit-skill	Glacial Spike	11	5																								 	0
Runeword810	Chilling	1		weap								5		gsb	gsb	gsb	gsb	gsb		hit-skill	Glacial Spike	12	5																								 	0
Runeword811	Chilling	1		weap								5		glb	glb	glb	glb	glb		hit-skill	Glacial Spike	13	5																								 	0
Runeword812	Chilling	1		weap								5		gpb	gpb	gpb	gpb	gpb		hit-skill	Glacial Spike	14	5																								 	0
Runeword813	Chilling	1		weap								5		gbb	gbb	gbb	gbb	gbb		hit-skill	Glacial Spike	16	5																								 	0
Runeword814	Chilling	1		weap								6		gcb	gcb	gcb	gcb	gcb	gcb	hit-skill	Glacial Spike	12	6																								 	0
Runeword815	Chilling	1		weap								6		gfb	gfb	gfb	gfb	gfb	gfb	hit-skill	Glacial Spike	13	6																								 	0
Runeword816	Chilling	1		weap								6		gsb	gsb	gsb	gsb	gsb	gsb	hit-skill	Glacial Spike	14	6																								 	0
Runeword817	Chilling	1		weap								6		glb	glb	glb	glb	glb	glb	hit-skill	Glacial Spike	15	6																								 	0
Runeword818	Chilling	1		weap								6		gpb	gpb	gpb	gpb	gpb	gpb	hit-skill	Glacial Spike	16	6																								 	0
Runeword819	Chilling	1		weap								6		gbb	gbb	gbb	gbb	gbb	gbb	hit-skill	Glacial Spike	18	6																								 	0
Runeword820	Chilling	1		shld	belt							1		gcb						gethit-skill	Blizzard	2	1																								 	0
Runeword821	Chilling	1		shld	belt							1		gfb						gethit-skill	Blizzard	3	1																								 	0
Runeword822	Chilling	1		shld	belt							1		gsb						gethit-skill	Blizzard	4	1																								 	0
Runeword823	Chilling	1		shld	belt							1		glb						gethit-skill	Blizzard	5	1																								 	0
Runeword824	Chilling	1		shld	belt							1		gpb						gethit-skill	Blizzard	6	1																								 	0
