Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Assaulter's	100	1	1	39		24				1	151	dmg/lvl	3											1	dred	lcha												0	0	0
Assaulter's	100	1	1	52		32				1	151	dmg/lvl	4											1	dred	lcha												0	0	0
Assaulter's	100	1	1	65		40				1	151	dmg/lvl	5											1	dred	lcha												0	0	0
Assaulter's	100	1	1	13		8				1	151	dmg/lvl	1											1	dred	mcha												0	0	0
Assaulter's	100	1	1	26		16				1	151	dmg/lvl	2											1	dred	mcha												0	0	0
Assaulter's	100	1	1	39		24				1	151	dmg/lvl	3											1	dred	mcha												0	0	0
Assaulter's	100	1	1	52		32				1	151	dmg/lvl	4											1	dred	mcha												0	0	0
Assaulter's	100	1	1	65		40				1	151	dmg/lvl	5											1	dred	mcha												0	0	0
Assaulter's	100	1	1	13		8				1	151	dmg/lvl	1											1	dred	scha												0	0	0
Assaulter's	100	1	1	26		16				1	151	dmg/lvl	2											1	dred	scha												0	0	0
Assaulter's	100	1	1	39		24				1	151	dmg/lvl	3											1	dred	scha												0	0	0
Assaulter's	100	1	1	52		32				1	151	dmg/lvl	4											1	dred	scha												0	0	0
Assaulter's	100	1	1	65		40				1	151	dmg/lvl	5											1	dred	scha												0	0	0
Striker's	100	1	1	10		8				2	152	att/lvl	1											1	lyel	lcha												0	0	0
Striker's	100	1	1	20		16				2	152	att/lvl	2											1	lyel	lcha												0	0	0
Striker's	100	1	1	30		24				2	152	att/lvl	3											1	lyel	lcha												0	0	0
Striker's	100	1	1	40		32				2	152	att/lvl	4											1	lyel	lcha												0	0	0
Striker's	100	1	1	50		40				2	152	att/lvl	5											1	lyel	lcha												0	0	0
Striker's	100	1	1	10		8				2	152	att/lvl	1											1	lyel	mcha												0	0	0
Striker's	100	1	1	20		16				2	152	att/lvl	2											1	lyel	mcha												0	0	0
Striker's	100	1	1	30		24				2	152	att/lvl	3											1	lyel	mcha												0	0	0
Striker's	100	1	1	40		32				2	152	att/lvl	4											1	lyel	mcha												0	0	0
Striker's	100	1	1	50		40				2	152	att/lvl	5											1	lyel	mcha												0	0	0
Striker's	100	1	1	10		8				2	152	att/lvl	1											1	lyel	scha												0	0	0
Striker's	100	1	1	20		16				2	152	att/lvl	2											1	lyel	scha												0	0	0
Striker's	100	1	1	30		24				2	152	att/lvl	3											1	lyel	scha												0	0	0
Striker's	100	1	1	40		32				2	152	att/lvl	4											1	lyel	scha												0	0	0
Striker's	100	1	1	50		40				2	152	att/lvl	5											1	lyel	scha												0	0	0
Heartseeker's	100	1	1	10		8				2	152	att/lvl	1											1	dyel	lcha												0	0	0
Heartseeker's	100	1	1	20		16				2	152	att/lvl	2											1	dyel	lcha												0	0	0
Heartseeker's	100	1	1	30		24				2	152	att/lvl	3											1	dyel	lcha												0	0	0
Heartseeker's	100	1	1	40		32				2	152	att/lvl	4											1	dyel	lcha												0	0	0
Heartseeker's	100	1	1	50		40				2	152	att/lvl	5											1	dyel	lcha												0	0	0
Heartseeker's	100	1	1	10		8				2	152	att/lvl	1											1	dyel	mcha												0	0	0
Heartseeker's	100	1	1	20		16				2	152	att/lvl	2											1	dyel	mcha												0	0	0
Heartseeker's	100	1	1	30		24				2	152	att/lvl	3											1	dyel	mcha												0	0	0
Heartseeker's	100	1	1	40		32				2	152	att/lvl	4											1	dyel	mcha												0	0	0
Heartseeker's	100	1	1	50		40				2	152	att/lvl	5											1	dyel	mcha												0	0	0
Heartseeker's	100	1	1	10		8				2	152	att/lvl	1											1	dyel	scha												0	0	0
Heartseeker's	100	1	1	20		16				2	152	att/lvl	2											1	dyel	scha												0	0	0
Heartseeker's	100	1	1	30		24				2	152	att/lvl	3											1	dyel	scha												0	0	0
Heartseeker's	100	1	1	40		32				2	152	att/lvl	4											1	dyel	scha												0	0	0
Heartseeker's	100	1	1	50		40				2	152	att/lvl	5											1	dyel	scha												0	0	0
Clever	100	1	1	10		8				2	153	mana/lvl	1											1	cblu	lcha												0	0	0
Clever	100	1	1	20		16				2	153	mana/lvl	2											1	cblu	lcha												0	0	0
Clever	100	1	1	30		24				2	153	mana/lvl	3											1	cblu	lcha												0	0	0
Clever	100	1	1	40		32				2	153	mana/lvl	4											1	cblu	lcha												0	0	0
Clever	100	1	1	50		40				2	153	mana/lvl	5											1	cblu	lcha												0	0	0
Clever	100	1	1	10		8				2	153	mana/lvl	1											1	cblu	mcha												0	0	0
Clever	100	1	1	20		16				2	153	mana/lvl	2											1	cblu	mcha												0	0	0
Clever	100	1	1	30		24				2	153	mana/lvl	3											1	cblu	mcha												0	0	0
Clever	100	1	1	40		32				2	153	mana/lvl	4											1	cblu	mcha												0	0	0
Clever	100	1	1	50		40				2	153	mana/lvl	5											1	cblu	mcha												0	0	0
Clever	100	1	1	10		8				2	153	mana/lvl	1											1	cblu	scha												0	0	0
Clever	100	1	1	20		16				2	153	mana/lvl	2											1	cblu	scha												0	0	0
Clever	100	1	1	30		24				2	153	mana/lvl	3											1	cblu	scha												0	0	0
Clever	100	1	1	40		32				2	153	mana/lvl	4											1	cblu	scha												0	0	0
Clever	100	1	1	50		40				2	153	mana/lvl	5											1	cblu	scha												0	0	0
Wily	100	1	1	10		8				2	153	mana/lvl	1											1	dblu	lcha												0	0	0
Wily	100	1	1	20		16				2	153	mana/lvl	2											1	dblu	lcha												0	0	0
Wily	100	1	1	30		24				2	153	mana/lvl	3											1	dblu	lcha												0	0	0
Wily	100	1	1	40		32				2	153	mana/lvl	4											1	dblu	lcha												0	0	0
Wily	100	1	1	50		40				2	153	mana/lvl	5											1	dblu	lcha												0	0	0
Wily	100	1	1	10		8				2	153	mana/lvl	1											1	dblu	mcha												0	0	0
Wily	100	1	1	20		16				2	153	mana/lvl	2											1	dblu	mcha												0	0	0
Wily	100	1	1	30		24				2	153	mana/lvl	3											1	dblu	mcha												0	0	0
Wily	100	1	1	40		32				2	153	mana/lvl	4											1	dblu	mcha												0	0	0
Wily	100	1	1	50		40				2	153	mana/lvl	5											1	dblu	mcha												0	0	0
Wily	100	1	1	10		8				2	153	mana/lvl	1											1	dblu	scha												0	0	0
Wily	100	1	1	20		16				2	153	mana/lvl	2											1	dblu	scha												0	0	0
Wily	100	1	1	30		24				2	153	mana/lvl	3											1	dblu	scha												0	0	0
Wily	100	1	1	40		32				2	153	mana/lvl	4											1	dblu	scha												0	0	0
Wily	100	1	1	50		40				2	153	mana/lvl	5											1	dblu	scha												0	0	0
Jewels																																						0	0	0
Blanched	100	1	1	1		1				10	101	ac		5	20									1	lgry	jewl												0	0	0
Eburin	100	1	1	16		12				10	101	ac		21	40									1	lgry	jewl												0	0	0
Bone	100	1	1	32		24				10	101	ac		41	60									1	whit	jewl												0	0	0
Ivory	100	1		64		56				10	101	ac		61	100									1	whit	jewl												0	0	0
Scarlet	100	1	1	8		6				10	103	dmg-min		1	5									1	dred	jewl												0	0	0
Crimson	100	1	1	38		30				10	103	dmg-min		6	10									1	dred	jewl												0	0	0
Carbuncle	100	1	1	12		9				10	104	dmg-max		1	5									1	dred	jewl												0	0	0
Carmine	100	1	1	35		27				10	104	dmg-max		6	10									1	dred	jewl												0	0	0
Vermillion	100	1		58		45				10	104	dmg-max		11	15									1	dred	jewl												0	0	0
Cinnabar	100	1	1	1		1				10	105	dmg%		6	12									1	dred	jewl												0	0	0
Rusty	100	1	1	13		9				10	105	dmg%		12	24									1	dred	jewl												0	0	0
Realgar	100	1	1	45		37				10	105	dmg%		24	36									1	cred	jewl												0	0	0
Ruby	100	1		66		58				10	105	dmg%		36	48									1	cred	jewl												0	0	0
Dun	100	1	1	7		5				9	107	dmg-to-mana		7	12									1	cblu	jewl												0	0	0
Brown	100	1	1	39		31				10	108	regen-stam		15	30									1	lyel	jewl												0	0	0
Chestnut	100	1	1	1		1				7	109	stam		10	15									1	dred	jewl												0	0	0
Maroon	100	1	1	17		12				7	109	stam		16	25									1	dred	jewl												0	0	0
Nickel	100	1	1	1		1				10	110	att		10	20	dmg/lvl	2							1	lgry	jewl												0	0	0
Tin	100	1	1	8		6				10	110	att		21	40	dmg/lvl	2							1	lgry	jewl												0	0	0
Silver	100	1	1	25		18				10	110	att		41	60	dmg/lvl	2							1	lgry	jewl												0	0	0
Argent	100	1		44		36				10	110	att		61	100	dmg/lvl	2							1	lgry	jewl												0	0	0
Bright	100	1	1	1		1				7	112	light		1	1	att/lvl	4							1	whit	jewl												0	0	0
Emerald	100	1	1	16		12				10	114	mag%		10	20									1	cgrn	jewl												0	0	0
Zircon	100	1	1	3		2				8	115	mana		8	16									1	dblu	jewl												0	0	0
Jacinth	100	1	1	17		12				8	115	mana		16	24									1	lblu	jewl												0	0	0
Turquoise	100	1		29		21				8	115	mana		24	32									1	cblu	jewl												0	0	0
Shimmering	100	1	1	16		12				7	116	res-all		5	10									1	dpur	jewl												0	1280	3000
Scintillating	100	1		34		26				7	116	res-all		11	15									1	lpur	jewl												0	1280	8000
Lapis Lazuli	100	1	1	2		1				10	117	res-cold		5	15									1	lblu	jewl												0	0	0
Sapphire	100	1	1	19		14				10	117	res-cold		16	30									1	cblu	jewl												0	0	0
Garnet	100	1	1	2		1				10	117	res-fire		5	15									1	lred	jewl												0	0	0
Ruby	100	1	1	18		13				10	117	res-fire		16	30									1	cred	jewl												0	0	0
Camphor	100	1	1	2		1				10	117	res-ltng		5	15									1	lyel	jewl												0	0	0
Ambergris	100	1	1	19		14				10	117	res-ltng		16	30									1	lgld	jewl												0	0	0
Beryl	100	1	1	2		1				10	117	res-pois		5	15									1	lgrn	jewl												0	0	0
Jade	100	1	1	19		14				10	117	res-pois		16	30									1	cgrn	jewl												0	0	0
Aureolin	100	1	1	22		16				10	121	mana-kill		2	6									1	dblu	jewl												0	0	0
Diamond	100	1	1	16		19				7	123	att-demon		25	50	dmg-demon		25	40					1	cred	jewl												0	0	0
Pearl	100	1	1	8		13				7	142	att-undead		25	50	dmg-undead		25	50					1	lgry	jewl												0	0	0
Quality	100	1	1	13		9				10	143	att%		10	10	dmg%		8	16					1	blac	jewl												0	0	0
Superior	100	1	1	45		27				9	143	att%		15	15	dmg%		17	32					1	dgry	jewl												0	0	0
Excellent	100	1		66		45				8	143	att%		20	20	dmg%		33	48					1	lgry	jewl												0	0	0
Bright	100	1		30		27				8	144	hp%		5	7									1	dred	jewl												0	0	0
Solar	100	1		45		38				8	144	hp%		8	10									1	cred	jewl												0	0	0
Dazzling	100	1		29		25				8	145	regen-mana		15	30									1	dgry	jewl												0	0	0
Fascinating	100	1		50		50				9	145	regen-mana		31	45									1	blac	jewl												0	0	0
Colorful	100	1	1	20		15				8	146	cold-min		1	6	fire-min		1	6	ltng-min		1	6	1	oran	jewl												0	0	0
Colorful	100	1	1	35		30				8	146	cold-min		7	12	fire-min		7	12	ltng-min		7	12	1	oran	jewl												0	0	0
Colorful	100	1	1	50		45				8	146	cold-min		13	18	fire-min		13	18	ltng-min		13	18	1	oran	jewl												0	0	0
Brisk	100	1	1	18		18				7	147	move1		6	6											jewl												0	0	0
Swift	100	1	1	38		25				8	147	move1		13	13											jewl												0	0	0
Strengthening	100	1	1	23	45	20				8	148	str		11	15									1	dred	jewl												0	0	0
Empowering	100	1	1	26		24				8	148	str		16	25									1	cred	jewl												0	0	0
Titan's	100	1		45		38				8	148	str		26	30									1	cred	jewl												0	0	0
Brilliant	100	1	1	4	15	3				7	149	mana%		3	3									1	dgry	jewl												0	0	0
Omniscient	100	1	1	12	30	9				7	149	mana%		5	5									1	lblu	jewl												0	0	0
Sage	100	1	1	20	45	18				7	149	mana%		6	9									1	dgry	jewl												0	0	0
Shrewd	100	1		28		27				8	149	mana%		10	12									1	blac	jewl												0	0	0
Vivid	100	1		36		33				8	149	mana%		13	15									1	blac	jewl												0	0	0
Crystal	100	1	1	21		20				8	150	red-mag		2	3									1	cblu	jewl												0	0	0
Divine	100	1	1	6		5				2	151	dmg%/lvl	1											1	lgry	jewl												0	0	0
Divine	100	1	1	12		10				2	151	dmg%/lvl	2											1	lgry	jewl												0	0	0
Divine	100	1	1	24		20				2	151	dmg%/lvl	3											1	lgry	jewl												0	0	0
Divine	100	1	1	48		40				2	151	dmg%/lvl	4											1	lgry	jewl												0	0	0
Divine	100	1	1	72		60				2	151	dmg%/lvl	5											1	lgry	jewl												0	0	0
Vile	100	1	1	6		5				2	151	dmg%/lvl	1											1	dgry	jewl												0	0	0
Vile	100	1	1	12		10				2	151	dmg%/lvl	2											1	dgry	jewl												0	0	0
Vile	100	1	1	24		20				2	151	dmg%/lvl	3											1	dgry	jewl												0	0	0
Vile	100	1	1	48		40				2	151	dmg%/lvl	4											1	dgry	jewl												0	0	0
Vile	100	1	1	72		60				2	151	dmg%/lvl	5											1	dgry	jewl												0	0	0
Looter's	100	1	1	6		5				1	152	mag%/lvl	1											1	lgld	jewl												0	0	0
Looter's	100	1	1	12		10				1	152	mag%/lvl	2											1	lgld	jewl												0	0	0
Looter's	100	1	1	24		20				1	152	mag%/lvl	3											1	lgld	jewl												0	0	0
Looter's	100	1	1	48		40				1	152	mag%/lvl	4											1	lgld	jewl												0	0	0
Looter's	100	1	1	72		60				1	152	mag%/lvl	5											1	lgld	jewl												0	0	0
Grave Digger's	100	1	1	6		5				1	152	mag%/lvl	1											1	blac	jewl												0	0	0
Grave Digger's	100	1	1	12		10				1	152	mag%/lvl	2											1	blac	jewl												0	0	0
Grave Digger's	100	1	1	24		20				1	152	mag%/lvl	3											1	blac	jewl												0	0	0
Grave Digger's	100	1	1	48		40				1	152	mag%/lvl	4											1	blac	jewl												0	0	0
Grave Digger's	100	1	1	72		60				1	152	mag%/lvl	5											1	blac	jewl												0	0	0
Magic Arrows/Bolts																																						0	0	0
Burning	0	1	1	15		10				1	152	dmg-fire		1	6									1	lred	arrm	boqm											0	0	0
Freezing	0	1	1	15		10				1	153	dmg-cold	100	1	4									1	lblu	arrm	boqm											0	0	0
Shocking	0	1	1	15		10				1	154	dmg-ltng		1	12									1	lyel	arrm	boqm											0	0	0
Toxic	0	1	1	15		10				1	155	dmg-pois	25	103	103									1	blac	arrm	boqm											0	0	0
Colorful	0	1	1	15		10				1	156	dmg-fire		1	4	dmg-cold	100	1	3	dmg-ltng	1	8		1	whit	arrm	boqm											0	0	0
Burning	0	1	1	30		20				1	152	dmg-fire		2	12									1	lred	arrm	boqm											0	0	0
Freezing	0	1	1	30		20				1	153	dmg-cold	200	2	8									1	lblu	arrm	boqm											0	0	0
Shocking	0	1	1	30		20				1	154	dmg-ltng		2	24									1	lyel	arrm	boqm											0	0	0
Toxic	0	1	1	30		20				1	155	dmg-pois	25	206	206									1	blac	arrm	boqm											0	0	0
Colorful	0	1	1	30		20				1	156	dmg-fire		2	8	dmg-cold	200	2	6	dmg-ltng	2	16		1	whit	arrm	boqm											0	0	0
Burning	0	1	1	45		30				1	152	dmg-fire		3	18									1	cred	arrm	boqm											0	0	0
Freezing	0	1	1	45		30				1	153	dmg-cold	300	3	12									1	cblu	arrm	boqm											0	0	0
Shocking	0	1	1	45		30				1	154	dmg-ltng		3	36									1	lgld	arrm	boqm											0	0	0
Toxic	0	1	1	45		30				1	155	dmg-pois	25	309	309									1	blac	arrm	boqm											0	0	0
Colorful	0	1	1	45		30				1	156	dmg-fire		3	12	dmg-cold	300	3	9	dmg-ltng	3	24		1	whit	arrm	boqm											0	0	0
Burning	0	1	1	60		40				1	152	dmg-fire		4	24									1	cred	arrm	boqm											0	0	0
Freezing	0	1	1	60		40				1	153	dmg-cold	400	4	16									1	cblu	arrm	boqm											0	0	0
Shocking	0	1	1	60		40				1	154	dmg-ltng		4	48									1	lgld	arrm	boqm											0	0	0
Toxic	0	1	1	60		40				1	155	dmg-pois	25	412	412									1	blac	arrm	boqm											0	0	0
Colorful	0	1	1	60		40				1	156	dmg-fire		4	16	dmg-cold	400	4	12	dmg-ltng	4	32		1	whit	arrm	boqm											0	0	0
Equippable Items (Armor & Weapons)																																						0	0	0
Sturdy	0	1	1	1	9	1				14	101	ac%		10	20									1	dgry	armo												0	0	0
Sturdy	0	1	1	4	19	3				14	101	ac%		21	30									1	dgry	armo												0	0	0
Strong	0	1	1	9	25	6				14	101	ac%		31	40									1	dgry	armo												0	0	0
Glorious	0	1	1	19	31	14				14	101	ac%		41	50									1	lgry	armo												0	0	0
Blessed	0	1	1	25	36	18				14	101	ac%		51	65									1	lgry	armo												0	0	0
Saintly	0	1	1	31	48	23				14	101	ac%		66	80									1	lgry	armo												0	0	0
Holy	0	1	1	36		27				14	101	ac%		81	125									1	lgry	armo												0	0	0
Awesome	0	1	1	48		32				14	101	ac%		126	150									1	lgld	armo												0	0	0
Godly	0	1	1	60		38				14	101	ac%		151	200									1	lgld	armo												0	0	0
Devious	0	1	1	7		5				10	102	red-mag		1	1									1	dblu	shld	circ	staf	wand	mana								0	0	0
Blank	0	1	1	14		10				10	102	red-mag		2	2									1	dblu	shld	circ	staf	wand	mana								0	0	0
Null	0	1	1	21		16				10	102	red-mag		3	5									1	cblu	shld	circ	staf	wand	mana								0	0	0
Antimagic	0	1	1	28		21				10	102	red-mag		6	10									1	cblu	shld	circ	staf	wand	mana								0	0	0
Jagged	0	1	1	1	8	1				14	105	dmg%		10	20									1	lred	weap	circ						staf	wand	mana			0	0	0
Deadly	0	1	1	5	14	3				14	105	dmg%		21	30									1	cred	weap	circ						staf	wand	mana			0	0	0
Vicious	0	1	1	8	20	6				14	105	dmg%		31	40									1	cred	weap							staf	wand	mana			0	0	0
Brutal	0	1	1	14	26	10				14	105	dmg%		41	50									1	cred	weap							staf	wand	mana			0	0	0
Massive	0	1	1	20	32	15				14	105	dmg%		51	65									1	dred	weap							staf	wand	mana			0	0	0
Savage	0	1	1	26	39	19				14	105	dmg%		66	80									1	dred	weap							staf	wand	mana			0	0	0
Merciless	0	1	1	32		24				14	105	dmg%		81	100									1	dred	weap							staf	wand	mana			0	0	0
Ruthless	0	1	1	39		33				14	105	dmg%		101	150									1	blac	weap							staf	wand	mana			0	0	0
Ferocious	0	1	1	45		40				14	105	dmg%		151	200									1	blac	weap							staf	wand	mana			0	0	0
Cruel	0	1	1	51		46				14	105	dmg%		201	300									1	blac	weap							staf	wand	mana			0	0	0
Vulpine	0	1	1	9	18	6				9	107	dmg-to-mana		7	12									1	cblu	shld	amul	staf	wand	mana								0	0	0
White	0	1	1	18		12				9	107	dmg-to-mana		14	24									1	cblu	shld	amul	staf	wand	mana								0	0	0
Tireless	0	1	1	6	20	4				8	108	regen-stam		25	25									1	oran	boot												0	0	0
Tireless	0	1	1	14		10				8	108	regen-stam		50	50									1	oran	boot												0	0	0
Rugged	0	1	1	1	10	1				8	109	stam		5	10									1	dgrn	boot	belt	ring	amul	circ	glov							0	0	0
Rugged	0	1	1	8	20	6				8	109	stam		11	20									1	dgrn	boot	belt	ring	amul	circ								0	0	0
Vigorous	0	1	1	16		12				8	109	stam		21	30									1	dblu	boot	belt											0	0	0
Bronze	0	1	1	1	4	1				11	110	att		10	20									1	dgld	weap	ring	circ	amul	glov			staf	wand	mana			0	0	0
Iron	0	1	1	4	8	3				11	110	att		21	40									1	dgry	weap	ring	circ					staf	wand	mana			0	0	0
Steel	0	1	1	8	12	6				11	110	att		41	60									1	dgry	weap	ring	circ					staf	wand	mana			0	0	0
Silver	0	1	1	12	17	9				11	110	att		61	80									1	lgry	weap	ring	circ					staf	wand	mana			0	0	0
Gold	0	1	1	17	22	12				11	110	att		81	100									1	lgld	weap	ring	circ					staf	wand	mana			0	0	0
Platinum	0	1	1	22	27	16				11	110	att		101	120									1	whit	weap	ring	circ					staf	wand	mana			0	0	0
Meteoric	0	1	1	27	32	20				11	110	att		121	150									1	cred	weap	ring						staf	wand	mana			0	0	0
Strange	0	1	1	32		24				11	110	att		151	300									1	lgld	weap							staf	wand	mana			0	0	0
Weird	0	1	1	37		27				11	110	att		301	450									1	lgld	weap							staf	wand	mana			0	0	0
Sharp	0	1	1	5	12	3				14	111	att		10	20	dmg%		10	20					1	dyel	weap							staf	wand	mana			0	0	0
Fine	0	1	1	12	19	9				14	111	att		21	40	dmg%		21	30					1	dyel	weap							staf	wand	mana			0	0	0
Warrior's	0	1	1	19	27	13				14	111	att		41	60	dmg%		31	40					1	dyel	weap							staf	wand	mana			0	0	0
Soldier's	0	1	1	27	38	19				14	111	att		61	80	dmg%		41	50					1	dyel	weap							staf	wand	mana			0	0	0
Knight's	0	1	1	38	47	30				14	111	att		81	100	dmg%		51	65					1	dgld	weap							staf	wand	mana			0	0	0
Lord's	0	1	1	47	56	39				14	111	att		101	120	dmg%		66	80					1	dgld	weap							staf	wand	mana			0	0	0
King's	0	1	1	56	63	48				14	111	att		121	150	dmg%		81	100					1	dgld	weap							staf	wand	mana			0	0	0
Master's	0	1	1	63		48				14	111	att		151	250	dmg%		101	150					1	lgld	weap							staf	wand	mana			0	0	0
Grandmaster's	0	1	1	69		61				14	111	att		251	300	dmg%		151	200					1	lgld	weap							staf	wand	mana			0	0	0
Glimmering	0	1	1	1	10	1				7	112	light		1	1	att/lvl	2							1	lyel	armo	staf	mana	wand	ring	amul							0	0	0
Glowing	0	1	1	6	15	4				7	112	light		2	2	att/lvl	4							1	lyel	armo	staf	mana	wand	ring	amul							0	0	0
Screaming	0	1		10		7				8	113	howl		16	16									1	oran	miss												0	0	0
Howling	0	1		16		12				8	113	howl		24	24									1	oran	miss												0	0	0
Wailing	0	1		24		18				8	113	howl		32	32									1	oran	miss												0	0	0
Screaming	0	1		10		7				8	113	howl		32	32									1	oran	weap												0	0	0
Howling	0	1		16		12				8	113	howl		64	64									1	oran	weap												0	0	0
Wailing	0	1		20		13				8	113	howl		128	128									1	oran	weap												0	0	0
Felicitous	0	1	1	5		3				9	114	mag%		5	10									1	lgld	ring	amul	circ	staf	wand	mana							0	0	0
Fortuitous	0	1	1	12		8				9	114	mag%		11	15									1	lgld	ring	amul	circ	staf	wand	mana							0	0	0
Lizard's	0	1	1	3	6	2				10	115	mana		3	5									1	dgrn	staf	wand	ring	amul	armo	mana							0	0	0
Snake's	0	1	1	6	14	4				10	115	mana		5	10									1	dgrn	staf	wand	ring	amul	armo	mana							0	0	0
Serpent's	0	1	1	14	20	10				10	115	mana		11	20									1	dblu	staf	wand	ring	amul	armo	mana							0	0	0
Drake's	0	1	1	20	24	15				10	115	mana		21	30									1	dblu	staf	wand	ring	amul	armo	mana							0	0	0
Dragon's	0	1	1	24	30	18				10	115	mana		31	40									1	cblu	staf	wand	ring	amul	armo	mana							0	0	0
Wyrm's	0	1	1	30		22				10	115	mana		41	60									1	cblu	staf	wand	ring	amul	armo	mana							0	0	0
Great Wyrm's	0	1	1	37		29				10	115	mana		61	90									1	cblu	staf	wand	ring	amul	armo	mana		shld	tors				0	0	0
Bahamut's	0	1		45		37				10	115	mana		91	120									1	cblu	staf	wand	ring	amul	armo	mana		shld	belt				0	0	0
Shimmering	0	1	1	6	18	4				11	116	res-all		3	7									1	lpur	shld	amul	circ	ring									0	1280	500
Rainbow	0	1	1	18	28	13				11	116	res-all		8	11									1	lpur	shld	amul	circ	ring									0	1280	2000
Scintillating	0	1	1	28	39	21				11	116	res-all		12	15									1	lpur	shld	amul	circ	ring									0	1280	4000
Prismatic	0	1	1	39		31				11	116	res-all		16	20									1	lpur	shld	amul	circ										0	1280	8000
Chromatic	0	1		50		42				11	116	res-all		21	30									1	lpur	shld	amul	circ										0	1280	16000
Azure	0	1	1	5	15	3				9	117	res-cold		5	10									1	dblu	amul	circ	ring	armo									0	0	0
Lapis	0	1	1	12	30	9				9	117	res-cold		11	20									1	dblu	amul	circ	ring	armo									0	0	0
Cobalt	0	1	1	18	45	13				9	117	res-cold		21	30									1	cblu	amul	circ	ring	armo									0	0	0
Sapphire	0	1	1	25		18				9	117	res-cold		31	40									1	cblu	amul	circ	boot										0	0	0
Crimson	0	1	1	5	15	3				9	118	res-fire		5	10									1	dred	amul	circ	ring	armo									0	0	0
Russet	0	1	1	12	30	9				9	118	res-fire		11	20									1	dred	amul	circ	ring	armo									0	0	0
Garnet	0	1	1	18	45	13				9	118	res-fire		21	30									1	cred	amul	circ	ring	armo									0	0	0
Ruby	0	1	1	25		18				9	118	res-fire		31	40									1	cred	amul	circ	boot										0	0	0
Tangerine	0	1	1	5	15	3				9	119	res-ltng		5	10									1	dyel	amul	circ	ring	armo									0	0	0
Ocher	0	1	1	12	30	9				9	119	res-ltng		11	20									1	dyel	amul	circ	ring	armo									0	0	0
Coral	0	1	1	18	45	13				9	119	res-ltng		21	30									1	lyel	amul	circ	ring	armo									0	0	0
Amber	0	1	1	25		18				9	119	res-ltng		31	40									1	lyel	amul	circ	boot	armo									0	0	0
Beryl	0	1	1	5	15	3				9	120	res-pois		5	10									1	dgrn	amul	circ	ring	armo									0	0	0
Viridian	0	1	1	12	30	9				9	120	res-pois		11	20									1	dgrn	amul	circ	ring	armo									0	0	0
Jade	0	1	1	18	45	13				9	120	res-pois		21	30									1	cgrn	amul	circ	ring										0	0	0
Emerald	0	1	1	25		18				9	120	res-pois		31	40									1	cgrn	amul	circ	boot										0	0	0
Triumphant	0	1	1	3	20	2				9	121	mana-kill		1	1									1	lgry	weap	circ	ring										0	0	0
Victorious	0	1	1	17	40	12				9	121	mana-kill		2	4									1	whit	weap	circ	ring										0	0	0
Champion's	0	1	1	30		20				9	121	mana-kill		5	8									1	cblu	weap	circ	ring										0	0	0
Mechanist's	0	1	1	11	22	7				12	122	sock	1													weap	thro	tors	shld	helm	circ	ring						0	0	0
Mechanist's	0	1	1	22	33	16				12	122	sock	2													weap	thro	tors	shld	helm	circ							0	0	0
Artificer's	0	1		33	44	25				12	122	sock	3													weap	thro	tors	shld	helm	circ							0	0	0
Artificer's	0	1		44		47				12	122	sock	4													weap	thro	tors	shld	helm	circ							0	0	0
Assamic	0	1	1	3	10	1				7	123	att-demon		25	50	dmg-demon		10	25					1	dgld	weap	circ						staf	wand	mana			0	0	0
Arcadian	0	1	1	15	20	11				7	123	att-demon		51	100	dmg-demon		26	50					1	dgld	weap	circ						staf	wand	mana			0	0	0
Unearthly	0	1	1	25	30	18				7	123	att-demon		101	150	dmg-demon		51	100					1	lgld	weap							staf	wand	mana			0	0	0
Astral	0	1	1	35	40	26				7	123	att-demon		151	200	dmg-demon		101	150					1	lgld	weap							staf	wand	mana			0	0	0
Elysian	0	1	1	45		33				7	123	att-demon		201	300	dmg-demon		151	200					1	lgld	weap							staf	wand	mana			0	0	0
Celestial	0	1		55		41				7	123	att-demon		301	400	dmg-demon		201	300					1	whit	weap												0	0	0
Fletcher's	0	1	1	20		15	ama		10	9	125	skilltab	0	1	1									1	dgrn	glov	circ	zamu	amul	miss								0	0	0
Bowyer's	0	1	1	40		30	ama		20	9	125	skilltab	0	2	2									1	cgrn	glov	circ	zamu	amul	miss								0	0	0
Archer's	0	1		60		45	ama		30	9	125	skilltab	0	3	3									1	cgrn	glov	circ	zamu	amul	miss								0	0	0
Acrobat's	0	1	1	20		15	ama		10	9	125	skilltab	1	1	1									1	oran	glov	circ	zamu	amul									0	0	0
Gymnast's	0	1	1	40		30	ama		20	9	125	skilltab	1	2	2									1	dgld	glov	circ	zamu	amul									0	0	0
Athlete's	0	1		60		45	ama		30	9	125	skilltab	1	3	3									1	lgld	glov	circ	zamu	amul									0	0	0
Harpoonist's	0	1	1	20		15	ama		10	9	125	skilltab	2	1	1									1	dgld	glov	circ	zamu	amul	spea								0	0	0
Spearmaiden's	0	1	1	40		30	ama		20	9	125	skilltab	2	2	2									1	lgld	glov	circ	zamu	amul	spea								0	0	0
