Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Decrepification	100		1	60		60		nec	24	1	51	charged	Decrepify	-20	-2									1	blac	shld										0	0	0
of Bone Imprisonment	100		1	30		30		nec	24	1	51	charged	Bone Prison	-60	-5									1	blac	wand	knif	head								0	0	0
of Bone Imprisonment	100		1	60		60		nec	24	1	51	charged	Bone Prison	-20	-2									1	blac	mace	scep									0	0	0
of Bone Imprisonment	100		1	30		30		nec	24	1	51	charged	Bone Prison	-60	-5									1	blac	wand	knif	head								0	0	0
of Bone Imprisonment	100		1	60		60		nec	24	1	51	charged	Bone Prison	-20	-2									1	blac	mace	scep									0	0	0
of Bone Imprisonment	100		1	30		30		nec	24	1	51	charged	Bone Prison	-60	-5									1	blac	wand	knif	head								0	0	0
of Bone Imprisonment	100		1	60		60		nec	24	1	51	charged	Bone Prison	-20	-2									1	blac	mace	scep									0	0	0
of Bone Golem Creation	100		1	30		30		nec	24	1	51	charged	IronGolem	-60	-5									1	blac	wand	knif	head								0	0	0
of Bone Golem Creation	100		1	60		60		nec	24	1	51	charged	IronGolem	-20	-2									1	blac	swor										0	0	0
of Bone Golem Creation	100		1	30		30		nec	24	1	51	charged	IronGolem	-60	-5									1	blac	wand	knif	head								0	0	0
of Bone Golem Creation	100		1	60		60		nec	24	1	51	charged	IronGolem	-20	-2									1	blac	swor										0	0	0
of Bone Golem Creation	100		1	30		30		nec	24	1	51	charged	IronGolem	-60	-5									1	blac	wand	knif	head								0	0	0
of Bone Golem Creation	100		1	60		60		nec	24	1	51	charged	IronGolem	-20	-2									1	blac	swor										0	0	0
of Lower Resistance	100		1	36		36		nec	30	1	51	charged	Lower Resist	-60	-3									1	dpur	wand	knif	head								0	0	0
of Lower Resistance	100		1	72		72		nec	30	1	51	charged	Lower Resist	-20	-1									1	dpur	staf										0	0	0
of Lower Resistance	100		1	36		36		nec	30	1	51	charged	Lower Resist	-60	-3									1	dpur	wand	knif	head								0	0	0
of Lower Resistance	100		1	72		72		nec	30	1	51	charged	Lower Resist	-20	-1									1	dpur	staf										0	0	0
of Lower Resistance	100		1	36		36		nec	30	1	51	charged	Lower Resist	-60	-3									1	dpur	wand	knif	head								0	0	0
of Lower Resistance	100		1	72		72		nec	30	1	51	charged	Lower Resist	-20	-1									1	dpur	staf										0	0	0
of Poison Novas	100		1	36		36		nec	30	1	51	charged	Poison Nova	-60	-3									1	dgrn	wand	knif	head								0	0	0
of Poison Novas	100		1	72		72		nec	30	1	51	charged	Poison Nova	-20	-1									1	dgrn	glov										0	0	0
of Poison Novas	100		1	36		36		nec	30	1	51	charged	Poison Nova	-60	-3									1	dgrn	wand	knif	head								0	0	0
of Poison Novas	100		1	72		72		nec	30	1	51	charged	Poison Nova	-20	-1									1	dgrn	glov										0	0	0
of Poison Novas	100		1	36		36		nec	30	1	51	charged	Poison Nova	-60	-3									1	cgrn	wand	knif	head								0	0	0
of Poison Novas	100		1	72		72		nec	30	1	51	charged	Poison Nova	-20	-1									1	cgrn	glov										0	0	0
of Bone Spirits	100		1	36		36		nec	30	1	51	charged	Bone Spirit	-60	-3									1	blac	wand	knif	head								0	0	0
of Bone Spirits	100		1	72		72		nec	30	1	51	charged	Bone Spirit	-20	-1									1	blac	amul	circ									0	0	0
of Bone Spirits	100		1	36		36		nec	30	1	51	charged	Bone Spirit	-60	-3									1	blac	wand	knif	head								0	0	0
of Bone Spirits	100		1	72		72		nec	30	1	51	charged	Bone Spirit	-20	-1									1	blac	amul	circ									0	0	0
of Bone Spirits	100		1	36		36		nec	30	1	51	charged	Bone Spirit	-60	-3									1	blac	wand	knif	head								0	0	0
of Bone Spirits	100		1	72		72		nec	30	1	51	charged	Bone Spirit	-20	-1									1	blac	amul	circ									0	0	0
of Fire Golem Summoning	100		1	36		36		nec	30	1	51	charged	FireGolem	-60	-3									1	dred	wand	knif	head								0	0	0
of Fire Golem Summoning	100		1	72		72		nec	30	1	51	charged	FireGolem	-20	-1									1	dred	hamm										0	0	0
of Fire Golem Summoning	100		1	36		36		nec	30	1	51	charged	FireGolem	-60	-3									1	dred	wand	knif	head								0	0	0
of Fire Golem Summoning	100		1	72		72		nec	30	1	51	charged	FireGolem	-20	-1									1	dred	hamm										0	0	0
of Fire Golem Summoning	100		1	36		36		nec	30	1	51	charged	FireGolem	-60	-3									1	cred	wand	knif	head								0	0	0
of Fire Golem Summoning	100		1	72		72		nec	30	1	51	charged	FireGolem	-20	-1									1	cred	hamm										0	0	0
of Revivification	100		1	36		36		nec	30	1	51	charged	Revive	-60	-3									1	blac	wand	knif	head								0	0	0
of Revivification	100		1	72		72		nec	30	1	51	charged	Revive	-20	-1									1	blac	pole										0	0	0
of Revivification	100		1	36		36		nec	30	1	51	charged	Revive	-60	-3									1	blac	wand	knif	head								0	0	0
of Revivification	100		1	72		72		nec	30	1	51	charged	Revive	-20	-1									1	blac	pole										0	0	0
of Revivification	100		1	36		36		nec	30	1	51	charged	Revive	-60	-3									1	blac	wand	knif	head								0	0	0
of Revivification	100		1	72		72		nec	30	1	51	charged	Revive	-20	-1									1	blac	pole										0	0	0
of Sacrifice	100		1	7		7		pal	1	1	51	charged	Sacrifice	-30	-10									1	dred	scep	ashd									0	0	0
of Sacrifice	100		1	14		14		pal	1	1	51	charged	Sacrifice	-20	-6									1	dred	mele							scep			0	0	0
of Sacrifice	100		1	7		7		pal	1	1	51	charged	Sacrifice	-30	-10									1	dred	scep	ashd									0	0	0
of Sacrifice	100		1	14		14		pal	1	1	51	charged	Sacrifice	-20	-6									1	dred	mele							scep			0	0	0
of Sacrifice	100		1	7		7		pal	1	1	51	charged	Sacrifice	-30	-10									1	cred	scep	ashd									0	0	0
of Sacrifice	100		1	14		14		pal	1	1	51	charged	Sacrifice	-20	-6									1	cred	mele							scep			0	0	0
of Holy Bolts	100		1	12		12		pal	6	1	51	charged	Holy Bolt	-30	-8									1	whit	scep	ashd									0	0	0
of Holy Bolts	100		1	24		24		pal	6	1	51	charged	Holy Bolt	-20	-5									1	whit	amul	circ									0	0	0
of Holy Bolts	100		1	12		12		pal	6	1	51	charged	Holy Bolt	-30	-8									1	whit	scep	ashd									0	0	0
of Holy Bolts	100		1	24		24		pal	6	1	51	charged	Holy Bolt	-20	-5									1	whit	amul	circ									0	0	0
of Holy Bolts	100		1	12		12		pal	6	1	51	charged	Holy Bolt	-30	-8									1	whit	scep	ashd									0	0	0
of Holy Bolts	100		1	24		24		pal	6	1	51	charged	Holy Bolt	-20	-5									1	whit	amul	circ									0	0	0
of Zeal	100		1	18		18		pal	12	1	51	charged	Zeal	-30	-7									1	dred	scep	ashd									0	0	0
of Zeal	100		1	36		36		pal	12	1	51	charged	Zeal	-20	-4									1	dred	mele							scep			0	0	0
of Zeal	100		1	18		18		pal	12	1	51	charged	Zeal	-30	-7									1	dred	scep	ashd									0	0	0
of Zeal	100		1	36		36		pal	12	1	51	charged	Zeal	-20	-4									1	dred	mele							scep			0	0	0
of Zeal	100		1	18		18		pal	12	1	51	charged	Zeal	-30	-7									1	cred	scep	ashd									0	0	0
of Zeal	100		1	36		36		pal	12	1	51	charged	Zeal	-20	-4									1	cred	mele							scep			0	0	0
of Vengeance	100		1	24		24		pal	18	1	51	charged	Vengeance	-30	-6									1	dblu	scep	ashd									0	0	0
of Vengeance	100		1	48		48		pal	18	1	51	charged	Vengeance	-20	-3									1	dblu	swor	axe									0	0	0
of Vengeance	100		1	24		24		pal	18	1	51	charged	Vengeance	-30	-6									1	dblu	scep	ashd									0	0	0
of Vengeance	100		1	48		48		pal	18	1	51	charged	Vengeance	-20	-3									1	dblu	swor	axe									0	0	0
of Vengeance	100		1	24		24		pal	18	1	51	charged	Vengeance	-30	-6									1	cblu	scep	ashd									0	0	0
of Vengeance	100		1	48		48		pal	18	1	51	charged	Vengeance	-20	-3									1	cblu	swor	axe									0	0	0
of Blessed Hammers	100		1	24		24		pal	18	1	51	charged	Blessed Hammer	-30	-6									1	dgry	scep	ashd									0	0	0
of Blessed Hammers	100		1	48		48		pal	18	1	51	charged	Blessed Hammer	-20	-3									1	dgry	hamm										0	0	0
of Blessed Hammers	100		1	24		24		pal	18	1	51	charged	Blessed Hammer	-30	-6									1	dgry	scep	ashd									0	0	0
of Blessed Hammers	100		1	48		48		pal	18	1	51	charged	Blessed Hammer	-20	-3									1	dgry	hamm										0	0	0
of Blessed Hammers	100		1	24		24		pal	18	1	51	charged	Blessed Hammer	-30	-6									1	lgry	scep	ashd									0	0	0
of Blessed Hammers	100		1	48		48		pal	18	1	51	charged	Blessed Hammer	-20	-3									1	lgry	hamm										0	0	0
of Conversion	100		1	30		30		pal	24	1	51	charged	Conversion	-30	-5									1	dgld	scep	ashd									0	0	0
of Conversion	100		1	60		60		pal	24	1	51	charged	Conversion	-20	-2									1	dgld	blun							scep			0	0	0
of Conversion	100		1	30		30		pal	24	1	51	charged	Conversion	-30	-5									1	dgld	scep	ashd									0	0	0
of Conversion	100		1	60		60		pal	24	1	51	charged	Conversion	-20	-2									1	dgld	blun							scep			0	0	0
of Conversion	100		1	30		30		pal	24	1	51	charged	Conversion	-30	-5									1	lgld	scep	ashd									0	0	0
of Conversion	100		1	60		60		pal	24	1	51	charged	Conversion	-20	-2									1	lgld	blun							scep			0	0	0
of Fist of the Heavens	100		1	36		36		pal	30	1	51	charged	Fist of the Heavens	-30	-3									1	dyel	scep	ashd									0	0	0
of Fist of the Heavens	100		1	72		72		pal	30	1	51	charged	Fist of the Heavens	-20	-1									1	dyel	glov										0	0	0
of Fist of the Heavens	100		1	36		36		pal	30	1	51	charged	Fist of the Heavens	-30	-3									1	dyel	scep	ashd									0	0	0
of Fist of the Heavens	100		1	72		72		pal	30	1	51	charged	Fist of the Heavens	-20	-1									1	dyel	glov										0	0	0
of Fist of the Heavens	100		1	36		36		pal	30	1	51	charged	Fist of the Heavens	-30	-3									1	lyel	scep	ashd									0	0	0
of Fist of the Heavens	100		1	72		72		pal	30	1	51	charged	Fist of the Heavens	-20	-1									1	lyel	glov										0	0	0
of Bashing	100		1	7		7		bar	1	1	51	charged	Bash	-60	-10									1	dgry	phlm										0	0	0
of Bashing	100		1	14		14		bar	1	1	51	charged	Bash	-20	-6									1	dgry											0	0	0
of Bashing	100		1	7		7		bar	1	1	51	charged	Bash	-60	-10									1	dgry	phlm										0	0	0
of Bashing	100		1	14		14		bar	1	1	51	charged	Bash	-20	-6									1	dgry											0	0	0
of Bashing	100		1	7		7		bar	1	1	51	charged	Bash	-60	-10									1	blac	phlm										0	0	0
of Bashing	100		1	14		14		bar	1	1	51	charged	Bash	-20	-6									1	blac											0	0	0
of Howling	100		1	7		7		bar	1	1	51	charged	Howl	-60	-10									1	blac	phlm										0	0	0
of Howling	100		1	14		14		bar	1	1	51	charged	Howl	-20	-6									1	blac											0	0	0
of Howling	100		1	7		7		bar	1	1	51	charged	Howl	-60	-10									1	blac	phlm										0	0	0
of Howling	100		1	14		14		bar	1	1	51	charged	Howl	-20	-6									1	blac											0	0	0
of Howling	100		1	7		7		bar	1	1	51	charged	Howl	-60	-10									1	blac	phlm										0	0	0
of Howling	100		1	14		14		bar	1	1	51	charged	Howl	-20	-6									1	blac											0	0	0
of Potion Finding	100		1	7		7		bar	1	1	51	charged	Find Potion	-60	-10									1	dpur	phlm										0	0	0
of Potion Finding	100		1	14		14		bar	1	1	51	charged	Find Potion	-20	-6									1	dpur											0	0	0
of Potion Finding	100		1	7		7		bar	1	1	51	charged	Find Potion	-60	-10									1	dpur	phlm										0	0	0
of Potion Finding	100		1	14		14		bar	1	1	51	charged	Find Potion	-20	-6									1	dpur											0	0	0
of Potion Finding	100		1	7		7		bar	1	1	51	charged	Find Potion	-60	-10									1	lpur	phlm										0	0	0
of Potion Finding	100		1	14		14		bar	1	1	51	charged	Find Potion	-20	-6									1	lpur											0	0	0
of Taunting	100		1	12		12		bar	6	1	51	charged	Taunt	-60	-8									1	oran	phlm										0	0	0
of Taunting	100		1	24		24		bar	6	1	51	charged	Taunt	-20	-5									1	oran											0	0	0
of Taunting	100		1	12		12		bar	6	1	51	charged	Taunt	-60	-8									1	oran	phlm										0	0	0
of Taunting	100		1	24		24		bar	6	1	51	charged	Taunt	-20	-5									1	oran											0	0	0
of Taunting	100		1	12		12		bar	6	1	51	charged	Taunt	-60	-8									1	oran	phlm										0	0	0
of Taunting	100		1	24		24		bar	6	1	51	charged	Taunt	-20	-5									1	oran											0	0	0
of Shouting	100		1	12		12		bar	6	1	51	charged	Shout	-60	-8									1	dgry	phlm										0	0	0
of Shouting	100		1	24		24		bar	6	1	51	charged	Shout	-20	-5									1	dgry											0	0	0
of Shouting	100		1	12		12		bar	6	1	51	charged	Shout	-60	-8									1	dgry	phlm										0	0	0
of Shouting	100		1	24		24		bar	6	1	51	charged	Shout	-20	-5									1	dgry											0	0	0
of Shouting	100		1	12		12		bar	6	1	51	charged	Shout	-60	-8									1	blac	phlm										0	0	0
of Shouting	100		1	24		24		bar	6	1	51	charged	Shout	-20	-5									1	blac											0	0	0
of Stunning	100		1	18		18		bar	12	1	51	charged	Stun	-60	-7									1	lgry	phlm										0	0	0
of Stunning	100		1	36		36		bar	12	1	51	charged	Stun	-20	-4									1	lgry											0	0	0
of Stunning	100		1	18		18		bar	12	1	51	charged	Stun	-60	-7									1	lgry	phlm										0	0	0
of Stunning	100		1	36		36		bar	12	1	51	charged	Stun	-20	-4									1	lgry											0	0	0
of Stunning	100		1	18		18		bar	12	1	51	charged	Stun	-60	-7									1	whit	phlm										0	0	0
of Stunning	100		1	36		36		bar	12	1	51	charged	Stun	-20	-4									1	whit											0	0	0
of Item Finding	100		1	18		18		bar	12	1	51	charged	Find Item	-60	-7									1	dgld	phlm										0	0	0
of Item Finding	100		1	36		36		bar	12	1	51	charged	Find Item	-20	-4									1	dgld											0	0	0
of Item Finding	100		1	18		18		bar	12	1	51	charged	Find Item	-60	-7									1	dgld	phlm										0	0	0
of Item Finding	100		1	36		36		bar	12	1	51	charged	Find Item	-20	-4									1	dgld											0	0	0
of Item Finding	100		1	18		18		bar	12	1	51	charged	Find Item	-60	-7									1	lgld	phlm										0	0	0
of Item Finding	100		1	36		36		bar	12	1	51	charged	Find Item	-20	-4									1	lgld											0	0	0
of Concentration	100		1	24		24		bar	18	1	51	charged	Concentration	-60	-6									1	lgry	phlm										0	0	0
of Concentration	100		1	48		48		bar	18	1	51	charged	Concentration	-20	-3									1	lgry											0	0	0
of Concentration	100		1	24		24		bar	18	1	51	charged	Concentration	-60	-6									1	lgry	phlm										0	0	0
of Concentration	100		1	48		48		bar	18	1	51	charged	Concentration	-20	-3									1	lgry											0	0	0
of Concentration	100		1	24		24		bar	18	1	51	charged	Concentration	-60	-6									1	dgry	phlm										0	0	0
of Concentration	100		1	48		48		bar	18	1	51	charged	Concentration	-20	-3									1	dgry											0	0	0
of Battle Cry	100		1	24		24		bar	18	1	51	charged	Battle Cry	-60	-6									1	dgld	phlm										0	0	0
of Battle Cry	100		1	48		48		bar	18	1	51	charged	Battle Cry	-20	-3									1	dgld											0	0	0
of Battle Cry	100		1	24		24		bar	18	1	51	charged	Battle Cry	-60	-6									1	dgld	phlm										0	0	0
of Battle Cry	100		1	48		48		bar	18	1	51	charged	Battle Cry	-20	-3									1	dgld											0	0	0
of Battle Cry	100		1	24		24		bar	18	1	51	charged	Battle Cry	-60	-6									1	lgld	phlm										0	0	0
of Battle Cry	100		1	48		48		bar	18	1	51	charged	Battle Cry	-20	-3									1	lgld											0	0	0
of Battle Orders	100		1	30		30		bar	24	1	51	charged	Battle Orders	-60	-5									1	dred	phlm										0	0	0
of Battle Orders	100		1	60		60		bar	24	1	51	charged	Battle Orders	-20	-2									1	dred											0	0	0
of Battle Orders	100		1	30		30		bar	24	1	51	charged	Battle Orders	-60	-5									1	dred	phlm										0	0	0
of Battle Orders	100		1	60		60		bar	24	1	51	charged	Battle Orders	-20	-2									1	dred											0	0	0
of Battle Orders	100		1	30		30		bar	24	1	51	charged	Battle Orders	-60	-5									1	cred	phlm										0	0	0
of Battle Orders	100		1	60		60		bar	24	1	51	charged	Battle Orders	-20	-2									1	cred											0	0	0
of Grim Ward	100		1	30		30		bar	24	1	51	charged	Grim Ward	-60	-5									1	blac	phlm										0	0	0
of Grim Ward	100		1	60		60		bar	24	1	51	charged	Grim Ward	-20	-2									1	blac											0	0	0
of Grim Ward	100		1	30		30		bar	24	1	51	charged	Grim Ward	-60	-5									1	blac	phlm										0	0	0
of Grim Ward	100		1	60		60		bar	24	1	51	charged	Grim Ward	-20	-2									1	blac											0	0	0
of Grim Ward	100		1	30		30		bar	24	1	51	charged	Grim Ward	-60	-5									1	blac	phlm										0	0	0
of Grim Ward	100		1	60		60		bar	24	1	51	charged	Grim Ward	-20	-2									1	blac											0	0	0
of War Cry	100		1	36		36		bar	30	1	51	charged	War Cry	-60	-3									1	dgld	phlm										0	0	0
of War Cry	100		1	72		72		bar	30	1	51	charged	War Cry	-20	-1									1	dgld											0	0	0
of War Cry	100		1	36		36		bar	30	1	51	charged	War Cry	-60	-3									1	dgld	phlm										0	0	0
of War Cry	100		1	72		72		bar	30	1	51	charged	War Cry	-20	-1									1	dgld											0	0	0
of War Cry	100		1	36		36		bar	30	1	51	charged	War Cry	-60	-3									1	lgld	phlm										0	0	0
of War Cry	100		1	72		72		bar	30	1	51	charged	War Cry	-20	-1									1	lgld											0	0	0
of Battle Command	100		1	36		36		bar	30	1	51	charged	Battle Command	-60	-3									1	dgld	phlm										0	0	0
of Battle Command	100		1	72		72		bar	30	1	51	charged	Battle Command	-20	-1									1	dgld											0	0	0
of Battle Command	100		1	36		36		bar	30	1	51	charged	Battle Command	-60	-3									1	dgld	phlm										0	0	0
of Battle Command	100		1	72		72		bar	30	1	51	charged	Battle Command	-20	-1									1	dgld											0	0	0
of Battle Command	100		1	36		36		bar	30	1	51	charged	Battle Command	-60	-3									1	lgld	phlm										0	0	0
of Battle Command	100		1	72		72		bar	30	1	51	charged	Battle Command	-20	-1									1	lgld											0	0	0
of Firestorms	100		1	7		7		dru	1	1	51	charged	Firestorm	-30	-10									1	dred	club										0	0	0
of Firestorms	100		1	14		14		dru	1	1	51	charged	Firestorm	-20	-6									1	dred	staf										0	0	0
of Firestorms	100		1	7		7		dru	1	1	51	charged	Firestorm	-30	-10									1	dred	club										0	0	0
of Firestorms	100		1	14		14		dru	1	1	51	charged	Firestorm	-20	-6									1	dred	staf										0	0	0
of Firestorms	100		1	7		7		dru	1	1	51	charged	Firestorm	-30	-10									1	cred	club										0	0	0
of Firestorms	100		1	14		14		dru	1	1	51	charged	Firestorm	-20	-6									1	cred	staf										0	0	0
of Molten Boulders	100		1	12		12		dru	6	1	51	charged	Molten Boulder	-30	-8									1	dred	club										0	0	0
of Molten Boulders	100		1	24		24		dru	6	1	51	charged	Molten Boulder	-20	-5									1	dred	mace										0	0	0
of Molten Boulders	100		1	12		12		dru	6	1	51	charged	Molten Boulder	-30	-8									1	dred	club										0	0	0
of Molten Boulders	100		1	24		24		dru	6	1	51	charged	Molten Boulder	-20	-5									1	dred	mace										0	0	0
of Molten Boulders	100		1	12		12		dru	6	1	51	charged	Molten Boulder	-30	-8									1	cred	club										0	0	0
of Molten Boulders	100		1	24		24		dru	6	1	51	charged	Molten Boulder	-20	-5									1	cred	mace										0	0	0
of Eruption	100		1	18		18		dru	12	1	51	charged	Eruption	-30	-7									1	dred	club										0	0	0
of Eruption	100		1	36		36		dru	12	1	51	charged	Eruption	-20	-4									1	dred	staf										0	0	0
of Eruption	100		1	18		18		dru	12	1	51	charged	Eruption	-30	-7									1	dred	club										0	0	0
of Eruption	100		1	36		36		dru	12	1	51	charged	Eruption	-20	-4									1	dred	staf										0	0	0
of Eruption	100		1	18		18		dru	12	1	51	charged	Eruption	-30	-7									1	cred	club										0	0	0
of Eruption	100		1	36		36		dru	12	1	51	charged	Eruption	-20	-4									1	cred	staf										0	0	0
of Cyclone Armor	100		1	18		18		dru	12	1	51	charged	Cyclone Armor	-30	-7									1	dgry	club										0	0	0
of Cyclone Armor	100		1	36		36		dru	12	1	51	charged	Cyclone Armor	-20	-4									1	dgry	tors										0	0	0
of Cyclone Armor	100		1	18		18		dru	12	1	51	charged	Cyclone Armor	-30	-7									1	dgry	club										0	0	0
of Cyclone Armor	100		1	36		36		dru	12	1	51	charged	Cyclone Armor	-20	-4									1	dgry	tors										0	0	0
of Cyclone Armor	100		1	18		18		dru	12	1	51	charged	Cyclone Armor	-30	-7									1	lgry	club										0	0	0
of Cyclone Armor	100		1	36		36		dru	12	1	51	charged	Cyclone Armor	-20	-4									1	lgry	tors										0	0	0
of Creeping Doom	100		1	24		24		dru	18	1	51	charged	Twister	-30	-6									1	dgry	club										0	0	0
of Creeping Doom	100		1	48		48		dru	18	1	51	charged	Twister	-20	-3									1	dgry	amul	circ									0	0	0
of Creeping Doom	100		1	24		24		dru	18	1	51	charged	Twister	-30	-6									1	dgry	club										0	0	0
of Creeping Doom	100		1	48		48		dru	18	1	51	charged	Twister	-20	-3									1	dgry	amul	circ									0	0	0
of Creeping Doom	100		1	24		24		dru	18	1	51	charged	Twister	-30	-6									1	blac	club										0	0	0
of Creeping Doom	100		1	48		48		dru	18	1	51	charged	Twister	-20	-3									1	blac	amul	circ									0	0	0
of Volcano	100		1	30		30		dru	24	1	51	charged	Volcano	-30	-6									1	dred	club										0	0	0
of Volcano	100		1	60		60		dru	24	1	51	charged	Volcano	-20	-3									1	dred	hamm										0	0	0
of Volcano	100		1	30		30		dru	24	1	51	charged	Volcano	-30	-6									1	dred	club										0	0	0
of Volcano	100		1	60		60		dru	24	1	51	charged	Volcano	-20	-3									1	dred	hamm										0	0	0
of Volcano	100		1	30		30		dru	24	1	51	charged	Volcano	-30	-6									1	cred	club										0	0	0
of Volcano	100		1	60		60		dru	24	1	51	charged	Volcano	-20	-3									1	cred	hamm										0	0	0
of Tornado	100		1	30		30		dru	24	1	51	charged	Tornado	-30	-5									1	dgry	club										0	0	0
of Tornado	100		1	60		60		dru	24	1	51	charged	Tornado	-20	-2									1	dgry	amul	circ									0	0	0
of Tornado	100		1	30		30		dru	24	1	51	charged	Tornado	-30	-5									1	dgry	club										0	0	0
of Tornado	100		1	60		60		dru	24	1	51	charged	Tornado	-20	-2									1	dgry	amul	circ									0	0	0
of Tornado	100		1	30		30		dru	24	1	51	charged	Tornado	-30	-5									1	lgry	club										0	0	0
of Tornado	100		1	60		60		dru	24	1	51	charged	Tornado	-20	-2									1	lgry	amul	circ									0	0	0
of Armageddon	100		1	36		36		dru	30	1	51	charged	Armageddon	-30	-3									1	dred	club										0	0	0
of Armageddon	100		1	72		72		dru	30	1	51	charged	Armageddon	-20	-1									1	dred	staf										0	0	0
of Armageddon	100		1	36		36		dru	30	1	51	charged	Armageddon	-30	-3									1	dred	club										0	0	0
of Armageddon	100		1	72		72		dru	30	1	51	charged	Armageddon	-20	-1									1	dred	staf										0	0	0
of Armageddon	100		1	36		36		dru	30	1	51	charged	Armageddon	-30	-3									1	cred	club										0	0	0
of Armageddon	100		1	72		72		dru	30	1	51	charged	Armageddon	-20	-1									1	cred	staf										0	0	0
of Hurricane	100		1	36		36		dru	30	1	51	charged	Hurricane	-30	-3									1	dblu	club										0	0	0
of Hurricane	100		1	72		72		dru	30	1	51	charged	Hurricane	-20	-1									1	dblu	amul	circ									0	0	0
of Hurricane	100		1	36		36		dru	30	1	51	charged	Hurricane	-30	-3									1	dblu	club										0	0	0
of Hurricane	100		1	72		72		dru	30	1	51	charged	Hurricane	-20	-1									1	dblu	amul	circ									0	0	0
of Hurricane	100		1	36		36		dru	30	1	51	charged	Hurricane	-30	-3									1	cblu	club										0	0	0
of Hurricane	100		1	72		72		dru	30	1	51	charged	Hurricane	-20	-1									1	cblu	amul	circ									0	0	0
of Fade	100		1	36		36		ass	24	1	51	charged	Fade	-30	-3									1	dgry	assn										0		
of Fade	100		1	72		72		ass	24	1	51	charged	Fade	-20	-1									1	dgry	amul	circ									0		
of Fade	100		1	36		36		ass	24	1	51	charged	Fade	-30	-3									1	blac	assn										0		
of Fade	100		1	72		72		ass	24	1	51	charged	Fade	-20	-1									1	blac	amul	circ									0		
of Fade	100		1	36		36		ass	24	1	51	charged	Fade	-30	-3									1	blac	assn										0		
of Fade	100		1	72		72		ass	24	1	51	charged	Fade	-20	-1									1	blac	amul	circ									0		
of Mind Blast	100		1	36		36		ass	40	1	51	charged	Mind Blast	-30	-3									1	dblu	assn										0		
of Mind Blast	100		1	72		72		ass	40	1	51	charged	Mind Blast	-20	-1									1	dblu	amul	circ									0		
of Mind Blast	100		1	36		36		ass	40	1	51	charged	Mind Blast	-30	-3									1	dblu	assn										0		
of Mind Blast	100		1	72		72		ass	40	1	51	charged	Mind Blast	-20	-1									1	dblu	amul	circ									0		
of Mind Blast	100		1	36		36		ass	40	1	51	charged	Mind Blast	-30	-3									1	cblu	assn										0		
of Mind Blast	100		1	72		72		ass	40	1	51	charged	Mind Blast	-20	-1									1	cblu	amul	circ									0		
of Venom	100		1	36		36		ass	40	1	51	charged	Venom	-30	-3									1	dblu	assn										0		
of Venom	100		1	72		72		ass	40	1	51	charged	Venom	-20	-1									1	dblu	amul	circ									0		
of Venom	100		1	36		36		ass	40	1	51	charged	Venom	-30	-3									1	dblu	assn										0		
of Venom	100		1	72		72		ass	40	1	51	charged	Venom	-20	-1									1	dblu	amul	circ									0		
of Venom	100		1	36		36		ass	40	1	51	charged	Venom	-30	-3									1	cblu	assn										0		
of Venom	100		1	72		72		ass	40	1	51	charged	Venom	-20	-1									1	cblu	amul	circ									0		
Equippable Items (Armor & Weapons)																																				0	0	0
of Health	100	1	1	7	18	5				10	1	red-dmg		1	1									1	lred	amul	circ	armo	ring	staf	wand	mana	boot	belt	glov	0	0	0
of Protection	100	1	1	18		18				10	1	red-dmg		2	2									1	lred	amul	circ	armo	ring	staf	wand	mana	boot	belt	glov	0	0	0
of Absorption	100	1	1	26		24				10	1	red-dmg		3	3									1	dred	amul	circ	tors	shld							0	0	0
of Life	100	1	1	35		33				10	1	red-dmg		4	7									1	dred	amul	circ	tors	shld							0	0	0
of Anima	100	1	1	45		43				10	1	red-dmg		8	12									1	cred	amul	circ	tors	shld							0	0	0
of Life Everlasting	100	1	1	75		70				10	1	red-dmg		13	25									1	cred	amul	circ									0	0	0
of Warding	100	1	1	7	18	5				10	2	red-mag		1	1									1	lblu	armo	amul	ring	staf	wand	mana		boot	belt	glov	0	0	0
of the Sentinel	100	1	1	18		12				10	2	red-mag		2	2									1	dblu	armo	amul	ring	staf	wand	mana		boot	belt	glov	0	0	0
of Guarding	100	1	1	26		19				10	2	red-mag		3	3									1	dblu	tors	shld	amul	circ							0	0	0
of Negation	100	1	1	42		35				10	2	red-mag		4	6									1	cblu	tors	shld	amul	circ							0	0	0
of Piercing	100	1	1	25		18				8	4	ignore-ac		1	1									1	blac	rod	knif	h2h					staf	wand	mana	0	0	0
of Puncturing	100	1	1	15	30	8				10	5	dmg-ac		-10	-20									1	lgry	weap										0	0	0
of Bashing	100	1	1	30	45	16				10	5	dmg-ac		-21	-30									1	dgry	spea	knif	h2h								0	0	0
of Bashing	100	1	1	45		24				10	5	dmg-ac		-31	-40									1	blac	blun										0	0	0
of Thorns	100	1	1	14	21	10				10	6	thorns		5	20									1	oran	tors	shld	circ	helm	belt						0	0	0
of Spikes	100	1	1	21	34	20				10	6	thorns		21	40									1	oran	tors	shld	circ	helm	belt						0	0	0
