name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Robe	0	0	1	0	8	10	0	0	15	0	1	0	22	0	21246	7500	row	rob			qlt	qlt	rob	xrb	yrb	0	1	2	3	1	4	1	flpqlt	invrob									0	0	0	0	0	htor		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255			2	1	0	xrb	yrb	0	0	1
War Hat	0	0	1	0	35	45	0	0	20	0	1	0	34	22	13560	82061	xam	xap			cap	cap	cap	xap	yap	0	0	2	2	1	3	1	flpcap	invcap									0	0	0	0	0	hireh		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sallet	0	0	4	0	40	52	0	0	43	0	1	0	37	25	17210	113647	xkr	xkp			skp	skp	skp	xkp	ykp	0	0	2	2	1	3	1	flpskp	invskp									0	0	0	0	0	hireh		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Casque	0	0	4	0	45	59	0	0	59	0	1	0	42	25	23075	171804	xlw	xlm			hlm	hlm	hlm	xlm	ylm	0	0	2	2	1	3	1	flphlm	invhlm	invhlmu	invhlmu							0	0	0	0	0	hireh		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Winged Helm	0	0	4	0	70	92	0	0	115	0	1	0	51	25	37846	355900	xhw	xhm			ghm	ghm	ghm	xhm	yhm	0	0	2	2	1	4	1	flpghm	invghm									0	0	0	0	0	hireh		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Serpentskin Armor	0	0	2	0	122	140	0	0	43	0	1	0	36	24	34960	197896	xes	xea			lea	lea	lea	xea	yea	0	1	2	3	1	4	2	flplea	invlea					1		1	1	0	0	0	0	0	htor		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Trellised Armor	0	0	4	0	162	184	0	0	61	0	1	0	40	25	47582	305707	xtm	xtu			stu	stu	stu	xtu	ytu	0	1	2	3	1	4	2	flpstu	invstu	invxtuu	invxtuu	1			1	1	1	0	0	0	0	0	htor		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Embossed Plate	0	0	4	0	419	461	0	5	125	0	1	0	58	25	137817	1457493	xtq	xth			gth	gth	gth	xth	yth	0	1	2	3	1	5	2	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	htor		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Mage Robe	0	0	1	0	40	50	0	0	30	0	1	0	47	25	76062	212500	rox	xrb			qlt	qlt	rob	xrb	yrb	0	1	2	3	1	5	1	flpqlt	invxrb									0	0	0	0	0	htor		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	1	0	xxx	xxx	0	0	1
Hood	0	0	1	0	65	83	0	0	40	0	1	0	58	43	56307	503591	yam	yap			cap	cap	cap	xap	yap	0	0	2	2	1	4	1	flpcap	invcap									0	0	0	0	0	hireh		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Fedora	0	0	1	0	75	95	0	0	90	0	1	0	63	47	62739	568276	ykr	ykp			skp	skp	skp	xkp	ykp	0	0	2	2	1	4	1	flpfhl	invykp									0	0	0	0	0	hireh		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Guardian Helm	0	0	1	0	85	107	0	0	120	0	1	0	68	51	69940	671703	ylw	ylm			hlm	hlm	hlm	xlm	ylm	0	0	2	2	1	4	1	flphlm	invylm	invhlmu								0	0	0	0	0	hireh		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Tusk Helm	0	0	2	0	135	165	0	0	145	0	1	0	79	59	87168	920880	yhw	yhm			ghm	ghm	ghm	xhm	yhm	0	0	2	2	1	4	1	flpghm	invghm									0	0	0	0	0	hireh		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Viper Skin	0	0	1	0	227	255	0	0	90	0	1	0	67	50	226927	1785276	yes	yea			lea	lea	lea	xea	yea	0	1	2	3	1	4	2	flplea	invlea					1		1	1	0	0	0	0	0	htor		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Gemstoned Armor	0	0	1	0	287	319	0	0	80	0	1	0	70	53	243050	2059887	ytm	ytu			stu	stu	stu	xtu	ytu	0	1	2	3	1	4	2	flpstu	invxtuu	invxtuu	invxtuu	1			1	1	1	0	0	0	0	0	htor		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Royal Armor	0	0	3	0	664	716	0	5	160	0	1	0	82	62	323094	3803464	ytq	yth			gth	gth	gth	xth	yth	0	1	2	3	1	6	2	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	htor		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Archmage Robe	0	0	1	0	80	100	0	0	40	0	1	0	72	65	114094	2250000	roy	yrb			qlt	qlt	rob	xrb	yrb	0	1	2	3	1	6	1	flpqlt	invxrb									0	0	0	0	0	htor		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	1	0	xxx	xxx	0	0	1
Expansion																																																																																																																																																																			
Wolf Head	100	0	1	1	8	12	0	0	16	0	20	0	4	3	364	4868	dr1	dr1			dr1	dr1	dr1	dr6	drb	0	0	2	2	1	3	1	flpdr1	invdr1									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	dr6	drb	0	0	1
Hawk Helm	100	0	1	1	12	20	0	0	20	0	20	0	8	6	664	7840	dr2	dr2			dr4	dr4	dr2	dr7	drc	0	0	2	2	1	3	1	flpdr4	invdr2									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	dr7	drc	0	0	1
Antlers	100	0	1	1	16	26	0	0	24	0	20	0	16	12	2832	21852	dr3	dr3			dr3	dr3	dr3	dr8	drd	0	0	2	2	1	3	1	flpdr3	invdr3									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255			5	8	0	dr8	drd	0	0	1
Falcon Mask	100	0	1	1	20	32	0	0	28	0	20	0	20	15	3332	29200	dr4	dr4			dr4	dr4	dr4	dr9	dre	0	0	2	2	1	3	1	flpdr4	invdr4									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255			5	8	0	dr9	dre	0	0	1
Spirit Mask	100	0	1	1	24	38	0	0	30	0	20	0	24	18	5670	48550	dr5	dr5			dr1	dr1	dr5	dra	drf	0	0	2	2	1	3	1	flpdr1	invdr5									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255			5	8	0	dra	drf	0	0	1
Jawbone Cap	100	0	2	1	9	13	0	0	25	0	25	0	4	3	320	4750	ba1	ba1			ba1	dr1	ba1	ba6	bab	0	0	2	2	1	3	1	flpba1	invba1									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	ba6	bab	0	0	1
Fanged Helm	100	0	2	1	18	26	0	0	35	0	35	0	8	6	750	8250	ba2	ba2			ba1	bhm	ba2	ba7	bac	0	0	2	2	1	3	1	flpba1	invba2									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	ba7	bac	0	0	1
Horned Helm	100	0	2	1	27	37	0	0	45	0	45	0	16	12	2750	20750	ba3	ba3			ba3	bhm	ba3	ba8	bad	0	0	2	2	1	3	1	flpba3	invba3									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255			1	1	0	ba8	bad	0	0	1
Assault Helmet	100	0	2	1	36	48	0	0	55	0	50	0	20	15	3420	29360	ba4	ba4			ba5	bhm	ba4	ba9	bae	0	0	2	2	1	3	1	flpba5	invba4									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255			1	1	0	ba9	bae	0	0	1
Avenger Guard	100	0	2	1	45	59	0	0	65	0	55	0	24	18	5785	49280	ba5	ba5		317	ba5	bhm	ba5	baa	baf	0	0	2	2	1	3	1	flpba5	invba5									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255			1	1	0	baa	baf	0	0	1
Targe	100	0	2	1	4	8	0	0	16	10	20	0	4	1	384	6317	pa1	pa1		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0	0	0	1	0	2	6			0	3					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	pa6	pab	0	0	1
Rondache	100	0	2	1	9	17	0	0	26	15	30	0	8	6	982	10517	pa2	pa2		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0	0	0	1	0	2	8			0	3					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	pa7	pac	0	0	1
Heraldic Shield	100	0	2	1	18	28	0	0	40	20	40	0	16	12	2816	21240	pa3	pa3		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	4	2	flppa3	invpa3									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0	0	0	1	0	3	9			0	3					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255			5	1	0	pa8	pad	0	0	1
Aerin Shield	100	0	2	1	29	41	0	0	50	22	50	0	20	15	5158	43557	pa4	pa4		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	4	2	flppa3	invpa4									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0	0	0	1	0	4	10			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255			1	1	0	pa9	pae	0	0	1
Crown Shield	100	0	2	1	42	56	0	0	65	25	60	0	24	18	6935	82075	pa5	pa5		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0	0	1	0	4	12			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255			5	1	0	paa	paf	0	0	1
Preserved Head	100	0	1	1	3	7	0	0	12	3	20	0	4	1	128	4628	ne1	ne1		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	2	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	ne6	neb	0	0	1
Zombie Head	100	0	1	1	6	14	0	0	14	5	20	0	8	6	418	7336	ne2	ne2		305	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	2	2	flpne2	invne2									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	ne7	nec	0	0	1
Unraveller Head	100	0	1	1	9	19	0	0	18	8	20	0	16	12	1070	14780	ne3	ne3		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	2	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255			5	8	0	ne8	ned	0	0	1
Gargoyle Head	100	0	1	1	12	24	0	0	20	10	20	0	20	15	2164	23320	ne4	ne4		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	2	2	flpne3	invne4									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255			5	8	0	ne9	nee	0	0	1
Demon Head	100	0	1	1	15	29	0	0	25	12	20	0	24	18	3475	35350	ne5	ne5		305	ne2	bhm	ne5	nea	nef	0	10	2	2	1	2	2	flpne2	invne5									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255			5	5	0	nea	nef	0	0	1
Circlet	100	0	1	1	20	30	0	0	25	0	35	0	24	16	12000	85625	ci0	ci0	3		lit	lit	ci0	ci2	ci3	0	0	2	2	1	2	1	flpci0	invci0									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	1	0	xxx	xxx	0	0	1
Coronet	100	0	1	1	30	40	0	0	35	0	30	0	52	39	23000	171250	ci1	ci1	8		lit	lit	ci1	ci2	ci3	0	0	2	2	1	2	1	flpci1	invci1									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	1	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8	0	xxx	xxx	0	0	1
Tiara	100	0	1	1	40	50	0	0	45	0	25	0	70	52	35000	700000	ci2	ci2	13		lit	lit	ci1	ci2	ci3	0	0	2	2	1	3	1	flpci1	invci2									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	2	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Diadem	100	0	1	1	50	60	0	0	55	0	20	0	85	64	58000	1382500	ci3	ci3	18		lit	lit	ci1	ci2	ci3	0	0	2	2	1	3	1	flpci2	invci3									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	3	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Shako	100	0	1	0	98	141	0	0	50	0	12	0	58	43	56307	503591	uap	uap			cap	cap	cap	xap	uap	0	0	2	2	1	2	1	flpcap	invcap									0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Hydraskull	100	0	4	0	101	145	0	0	84	0	18	0	63	47	62739	568276	ukp	ukp			skp	skp	skp	xkp	ukp	0	0	2	2	1	2	1	flpskp	invykp		invmsk							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Armet	100	0	4	0	105	149	0	0	109	0	24	0	68	51	69940	671703	ulm	ulm			hlm	hlm	hlm	xlm	ulm	0	0	2	2	1	2	1	flphlm	invylm	invhlmu								0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Giant Conch	100	0	4	0	110	154	0	0	142	0	30	0	54	40	57806	757863	uhl	uhl			fhl	fhl	fhl	xhl	uhl	0	0	2	2	1	2	1	flpfhl	invfhlu	invfhlu	invfhlu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Spired Helm	100	0	4	0	114	159	0	0	192	0	40	0	79	59	87168	920880	uhm	uhm			ghm	ghm	ghm	xhm	uhm	0	0	2	2	1	3	1	flpghm	invghm									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Corona	100	0	4	0	111	165	0	0	174	0	50	0	85	66	94770	1042170	urn	urn			crn	crn	crn	xrn	urn	0	0	2	2	1	3	1	flpcrn	invxrn									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Demonhead	100	0	4	0	101	154	0	0	102	0	20	0	74	55	76578	799703	usk	usk			msk	msk	msk	xsk	usk	0	0	2	2	1	3	1	flpmsk	invmsk									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Dusk Shroud	100	0	1	0	361	467	0	0	77	0	20	0	65	49	218357	1685148	uui	uui			qlt	qlt	qui	xui	uui	0	1	2	3	1	4	1	flpqlt	invqlt							1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Wyrmhide	100	0	2	0	364	470	0	0	84	0	24	0	67	50	226927	1785276	uea	uea			lea	lea	lea	xea	uea	0	1	2	3	1	4	1	flplea	invlea					1		1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Scarab Husk	100	0	3	0	369	474	0	0	95	0	28	0	68	51	232573	1891607	ula	ula			hla	hla	hla	xla	ula	0	1	2	3	1	4	1	flphla	invxla		invflesh	1	1	1		1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Wire Fleece	100	0	4	0	375	481	0	0	111	0	32	0	70	53	243050	2059887	utu	utu			stu	stu	stu	xtu	utu	0	1	2	3	1	4	1	flpstu	invxtuu	invxtuu	invxtuu	1			1	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Diamond Mail	100	0	4	0	383	489	0	5	131	0	26	0	72	54	254435	2243423	ung	ung			rng	rng	rng	xng	ung	0	1	2	3	1	4	1	flprng	invrng					1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Loricated Mail	100	0	4	0	390	496	0	10	149	0	36	0	73	55	262166	2382039	ucl	ucl			scl	scl	scl	xcl	ucl	0	1	2	3	1	4	1	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Boneweave	100	0	4	0	399	505	0	5	158	0	45	0	62	47	227700	2536340	uhn	uhn			chn	chn	chn	xhn	uhn	0	1	2	3	1	4	1	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Great Hauberk	100	0	4	0	395	501	1	0	118	0	50	0	75	56	272206	2676189	urs	urs			brs	brs	brs	xrs	urs	0	1	2	3	1	4	1	flpbrs	invxrs	invxrss	invxrss			2		2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Balrog Skin	100	0	4	0	410	517	0	5	165	0	30	0	76	57	285351	2882894	upl	upl			spl	spl	spl	xpl	upl	0	1	2	3	1	4	1	flpspl	invxpl		invypls	1	1	2	1	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Hellforged Plate	100	0	4	0	421	530	0	10	196	0	60	0	78	59	300130	3197721	ult	ult			plt	plt	plt	xlt	ult	0	1	2	3	1	4	1	flpplt	invxlt			2	2	2	2	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Kraken Shell	100	0	4	0	417	523	2	5	174	0	48	0	81	61	308015	3411990	uld	uld			fld	fld	fld	xld	uld	0	1	2	3	1	4	1	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Lacquered Plate	100	0	4	0	433	541	0	5	208	0	55	0	82	62	323094	3803464	uth	uth			gth	gth	gth	xth	uth	0	1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Shadow Plate	100	0	4	0	446	557	2	10	230	0	70	0	83	64	336644	4274953	uul	uul			ful	ful	ful	xul	uul	0	1	2	3	1	4	1	flpful	invfulu			2	2	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Sacred Armor	100	0	4	0	487	600	5	5	232	0	60	0	85	66	373558	4872212	uar	uar			aar	aar	aar	xar	uar	0	1	2	3	1	4	1	flpaar	invaaru	invaaru	invaaru	1	2	2	2	2		0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
